route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-06-01,201706,SAT.,0.75,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-06-01,201706,WEEKDAY,0.69,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-06-01,201706,SAT.,0.6356,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-06-01,201706,SUN.,0.691,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-07-01,201707,WEEKDAY,0.613,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-07-01,201707,SAT.,0.5724,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-07-01,201707,SUN.,0.6225,UTA
2,002,2 - MOUNT ROYAL,Ross,Bus,2017-07-01,201707,WEEKDAY,0.5091,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7223,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-07-01,201707,SAT.,0.71,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7763,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-07-01,201707,SAT.,0.5897,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-07-01,201707,SUN.,0.7589,UTA
7,007,7 - SPRING GARDEN,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6987,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7167,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-07-01,201707,SAT.,0.6969,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-07-01,201707,SUN.,0.7747,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7462,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-07-01,201707,SAT.,0.778,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-07-01,201707,SUN.,0.5459,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6566,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-07-01,201707,SAT.,0.57,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-07-01,201707,SUN.,0.7018,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6847,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-07-01,201707,SAT.,0.6702,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-07-01,201707,SUN.,0.6522,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7123,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-07-01,201707,SAT.,0.7579,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-07-01,201707,SUN.,0.8064,UTA
15,015,15 - CHARLES,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7816,UTA
15,015,15 - CHARLES,Ross,Bus,2017-07-01,201707,SAT.,0.6418,UTA
15,015,15 - CHARLES,Ross,Bus,2017-07-01,201707,SUN.,0.7922,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7106,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-07-01,201707,SAT.,0.6409,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-07-01,201707,SUN.,0.7846,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6961,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-07-01,201707,SAT.,0.61,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-07-01,201707,SUN.,0.744,UTA
18,018,18 - MANCHESTER,Ross,Bus,2017-07-01,201707,WEEKDAY,0.8244,UTA
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7163,UTA
20,020,20 - KENNEDY,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7394,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6965,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-07-01,201707,SAT.,0.7213,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-07-01,201707,SUN.,0.6252,UTA
22,022,22 - MCCOY,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7484,UTA
22,022,22 - MCCOY,Collier,Bus,2017-07-01,201707,SAT.,0.7327,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6094,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-07-01,201707,SAT.,0.7209,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-07-01,201707,SUN.,0.6818,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7857,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-07-01,201707,SAT.,0.8085,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-07-01,201707,SUN.,0.8133,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7718,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-07-01,201707,SAT.,0.8019,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2017-07-01,201707,SUN.,0.7716,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6086,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-07-01,201707,SAT.,0.6844,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-07-01,201707,SUN.,0.6865,UTA
29,029,29 - ROBINSON,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6736,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6858,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-07-01,201707,SAT.,0.6364,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-07-01,201707,SUN.,0.688,UTA
36,036,36 - BANKSVILLE,Collier,Bus,2017-07-01,201707,WEEKDAY,0.5902,UTA
38,038,38 - GREEN TREE,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6627,UTA
38,038,38 - GREEN TREE,Collier,Bus,2017-07-01,201707,SAT.,0.708,UTA
38,038,38 - GREEN TREE,Collier,Bus,2017-07-01,201707,SUN.,0.6237,UTA
39,039,39 - BROOKLINE,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7185,UTA
39,039,39 - BROOKLINE,Collier,Bus,2017-07-01,201707,SAT.,0.6869,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-07-01,201707,WEEKDAY,0.75,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-07-01,201707,SAT.,0.8153,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-07-01,201707,SUN.,0.7751,UTA
41,041,41 - BOWER HILL,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7087,UTA
41,041,41 - BOWER HILL,Collier,Bus,2017-07-01,201707,SAT.,0.7862,UTA
41,041,41 - BOWER HILL,Collier,Bus,2017-07-01,201707,SUN.,0.6698,UTA
43,043,43 - BAILEY,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6207,UTA
43,043,43 - BAILEY,Collier,Bus,2017-07-01,201707,SAT.,0.537,UTA
43,043,43 - BAILEY,Collier,Bus,2017-07-01,201707,SUN.,0.6095,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7827,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-07-01,201707,SAT.,0.7788,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-07-01,201707,SUN.,0.8057,UTA
48,048,48 - ARLINGTON,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6692,UTA
48,048,48 - ARLINGTON,Collier,Bus,2017-07-01,201707,SAT.,0.6938,UTA
48,048,48 - ARLINGTON,Collier,Bus,2017-07-01,201707,SUN.,0.756,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6668,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2017-07-01,201707,SAT.,0.6638,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2017-07-01,201707,SUN.,0.5986,UTA
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.691,UTA
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.7007,UTA
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7731,UTA
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6792,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6941,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-07-01,201707,SAT.,0.6346,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-07-01,201707,SUN.,0.6866,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.774,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-07-01,201707,SAT.,0.6945,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-07-01,201707,SUN.,0.7553,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6642,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-07-01,201707,SAT.,0.8185,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-07-01,201707,SUN.,0.8199,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6523,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7047,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6693,UTA
58,058,58 - GREENFIELD,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6035,UTA
58,058,58 - GREENFIELD,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7224,UTA
58,058,58 - GREENFIELD,West Mifflin,Bus,2017-07-01,201707,SUN.,0.7487,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6715,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-07-01,201707,SAT.,0.6964,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6885,UTA
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.832,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6312,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-07-01,201707,SAT.,0.724,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6735,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.645,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7136,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6982,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.5455,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-07-01,201707,SAT.,0.6038,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-07-01,201707,SUN.,0.4882,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6707,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7285,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6597,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.7253,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2017-07-01,201707,SAT.,0.7162,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2017-07-01,201707,SUN.,0.7747,UTA
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6823,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6283,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-07-01,201707,SAT.,0.7084,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-07-01,201707,SUN.,0.9035,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.7374,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-07-01,201707,SAT.,0.7306,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-07-01,201707,SUN.,0.5662,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6192,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2017-07-01,201707,SAT.,0.5854,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2017-07-01,201707,SUN.,0.6886,UTA
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.736,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6499,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-07-01,201707,SAT.,0.6658,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-07-01,201707,SUN.,0.738,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6541,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-07-01,201707,SAT.,0.7911,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-07-01,201707,SUN.,0.6671,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.5716,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-07-01,201707,SAT.,0.7003,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-07-01,201707,SUN.,0.632,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6173,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-07-01,201707,SAT.,0.7163,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-07-01,201707,SUN.,0.6803,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6888,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-07-01,201707,SAT.,0.5536,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.661,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-07-01,201707,SAT.,0.6788,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-07-01,201707,SUN.,0.6343,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.5921,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2017-07-01,201707,SAT.,0.5648,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2017-07-01,201707,SUN.,0.6239,UTA
78,078,78 - OAKMONT,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.7355,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6674,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2017-07-01,201707,SAT.,0.6931,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2017-07-01,201707,SUN.,0.6013,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6637,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2017-07-01,201707,SAT.,0.6235,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6162,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.588,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2017-07-01,201707,SAT.,0.6162,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2017-07-01,201707,SUN.,0.6135,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.661,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7219,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-07-01,201707,SUN.,0.5915,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6087,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2017-07-01,201707,SAT.,0.6247,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2017-07-01,201707,SUN.,0.5954,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.7197,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-07-01,201707,SAT.,0.7541,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-07-01,201707,SUN.,0.708,UTA
88,088,88 - PENN,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6401,UTA
88,088,88 - PENN,East Liberty,Bus,2017-07-01,201707,SAT.,0.709,UTA
88,088,88 - PENN,East Liberty,Bus,2017-07-01,201707,SUN.,0.6899,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6912,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-07-01,201707,SAT.,0.6663,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-07-01,201707,SUN.,0.6757,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6615,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2017-07-01,201707,SAT.,0.6676,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2017-07-01,201707,SUN.,0.5174,UTA
93,093,93 - LAWRENCEVILLE - HAZELWOOD,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6701,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7268,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-07-01,201707,SAT.,0.714,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-07-01,201707,SUN.,0.8024,UTA
G3,G3,G3 - MOON FLYER,Collier,Bus,2017-07-01,201707,WEEKDAY,0.6993,UTA
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-07-01,201707,WEEKDAY,0.7542,UTA
O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-07-01,201707,WEEKDAY,0.7519,UTA
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-07-01,201707,WEEKDAY,0.634,UTA
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-07-01,201707,WEEKDAY,0.6272,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.8191,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-07-01,201707,SAT.,0.7477,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-07-01,201707,SUN.,0.6572,UTA
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6051,UTA
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6673,UTA
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-07-01,201707,WEEKDAY,0.653,UTA
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.7262,UTA
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.7236,UTA
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.8656,UTA
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.8193,UTA
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6507,UTA
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6821,UTA
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6903,UTA
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6081,UTA
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.6968,UTA
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6902,UTA
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-07-01,201707,WEEKDAY,0.5626,UTA
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.7105,UTA
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6622,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.7127,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7639,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6783,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6463,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7361,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-07-01,201707,WEEKDAY,0.6868,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-07-01,201707,SAT.,0.7612,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-07-01,201707,SUN.,0.6252,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-08-01,201708,WEEKDAY,0.5933,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-08-01,201708,SAT.,0.547,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-08-01,201708,SUN.,0.6337,UTA
2,002,2 - MOUNT ROYAL,Ross,Bus,2017-08-01,201708,WEEKDAY,0.4977,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-08-01,201708,WEEKDAY,0.701,UTA
4,004,4 - TROY HILL,Ross,Bus,2017-08-01,201708,SAT.,0.6349,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7935,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-08-01,201708,SAT.,0.6775,UTA
6,006,6 - SPRING HILL,Ross,Bus,2017-08-01,201708,SUN.,0.7859,UTA
7,007,7 - SPRING GARDEN,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7406,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7199,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-08-01,201708,SAT.,0.7139,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2017-08-01,201708,SUN.,0.7602,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7711,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-08-01,201708,SAT.,0.8,UTA
11,011,11 - FINEVIEW,Ross,Bus,2017-08-01,201708,SUN.,0.6219,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-08-01,201708,WEEKDAY,0.6125,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-08-01,201708,SAT.,0.5906,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2017-08-01,201708,SUN.,0.6748,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-08-01,201708,WEEKDAY,0.696,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-08-01,201708,SAT.,0.6654,UTA
13,013,13 - BELLEVUE,Ross,Bus,2017-08-01,201708,SUN.,0.6431,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7365,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-08-01,201708,SAT.,0.6912,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2017-08-01,201708,SUN.,0.7647,UTA
15,015,15 - CHARLES,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7846,UTA
15,015,15 - CHARLES,Ross,Bus,2017-08-01,201708,SAT.,0.7164,UTA
15,015,15 - CHARLES,Ross,Bus,2017-08-01,201708,SUN.,0.8033,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7116,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-08-01,201708,SAT.,0.6662,UTA
16,016,16 - BRIGHTON,Ross,Bus,2017-08-01,201708,SUN.,0.7902,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-08-01,201708,WEEKDAY,0.695,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-08-01,201708,SAT.,0.5525,UTA
17,017,17 - SHADELAND,Ross,Bus,2017-08-01,201708,SUN.,0.6843,UTA
18,018,18 - MANCHESTER,Ross,Bus,2017-08-01,201708,WEEKDAY,0.8317,UTA
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-08-01,201708,WEEKDAY,0.6582,UTA
20,020,20 - KENNEDY,Collier,Bus,2017-08-01,201708,WEEKDAY,0.7388,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-08-01,201708,WEEKDAY,0.6779,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-08-01,201708,SAT.,0.6029,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2017-08-01,201708,SUN.,0.6359,UTA
22,022,22 - MCCOY,Collier,Bus,2017-08-01,201708,WEEKDAY,0.74,UTA
22,022,22 - MCCOY,Collier,Bus,2017-08-01,201708,SAT.,0.6716,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-08-01,201708,WEEKDAY,0.6408,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-08-01,201708,SAT.,0.6856,UTA
24,024,24 - WEST PARK,Collier,Bus,2017-08-01,201708,SUN.,0.6436,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-08-01,201708,WEEKDAY,0.7781,UTA
26,026,26 - CHARTIERS,Collier,Bus,2017-08-01,201708,SAT.,0.7402,UTA
