STOP_ID;sensor_ID;geometry
E25366;27463@1;LINESTRING (-79.93744499999998 40.42434899336363, -79.93800516 40.4249440533639)
W07690;26543@1;LINESTRING (-80.142248 40.51516999340645, -80.13801303 40.51975182340859)
W11765;5487@1;LINESTRING (-80.07656800000001 40.38678899334583, -80.08057705 40.39007698334738)
S70512;27547@1;LINESTRING (-79.97150799999999 40.39629899335036, -79.97101243 40.40533071335462)
W07940;26513@1;LINESTRING (-80.146574 40.51639999340707, -80.15174014999998 40.51234593340511)
N20730;25107@2;LINESTRING (-79.85481899999998 40.4978949933983, -79.85183954999998 40.50790091340303)
N21890;63@1;LINESTRING (-79.71259999999998 40.63619799346336, -79.72359812000001 40.65070814347013)
N10610;157@1;LINESTRING (-80.013586 40.45064899337604, -80.01388126000001 40.45204478337673)
X06910;27593@1;LINESTRING (-80.01739799999999 40.4371819933697, -80.02292733999998 40.44026271337112)
S01540;102@2;LINESTRING (-79.847657 40.36948199333764, -79.8422005 40.36651182333624)
X04030;11549@1;LINESTRING (-80.05672699999998 40.3748799933402, -80.05243355000002 40.38001667334265)
X08850;27733@1;LINESTRING (-80.090721 40.3773279933414, -80.09363557 40.3746465633401)
N36502;10584@1;LINESTRING (-79.97128399999998 40.55447899342501, -79.97121251999998 40.55400554342472)
W08070;5477@1;LINESTRING (-80.084512 40.3860289933455, -80.08077467 40.38210446334365)
S24015;10481@2;LINESTRING (-79.91525899999998 40.29232299330108, -79.91226776000001 40.28931537329966)
E70442;27798@1;LINESTRING (-79.81835600000001 40.4639259933823, -79.81181452999999 40.46078765338084)
E39950;19116@2;LINESTRING (-79.79023399999998 40.42485299336388, -79.80200069999999 40.43198195336723)
N20200;27611@1;LINESTRING (-80.054412 40.50087799339973, -80.05923139999999 40.49034079339476)
S70323;6088@1;LINESTRING (-79.891285 40.29391699330183, -79.89385059999999 40.28718136329865)
X15590;27593@1;LINESTRING (-80.02534399999999 40.44025999337117, -80.02292733999998 40.44026271337112)
S70366;27731@1;LINESTRING (-79.891886 40.33263699332021, -79.89241414999998 40.33117599331952)
S26980;27558@1;LINESTRING (-79.96425199999999 40.41991099336152, -79.96536164 40.4184085133608)
W70160;5663@1;LINESTRING (-80.11392399999998 40.48643099339292, -80.10592690999999 40.49697238339787)
E48510;5992@1;LINESTRING (-79.90747499999999 40.4479899933748, -79.90900261999998 40.45032924337593)
N16742;10595@1;LINESTRING (-80.00375099999999 40.5664689934306, -80.00432131999999 40.56929380343195)
N44560;5900@1;LINESTRING (-79.79271700000001 40.54109599341868, -79.79015247 40.5411635734187)
S33650;6085@1;LINESTRING (-79.85894499999998 40.36290499333453, -79.86584345999999 40.35737076333196)
E10610;27810@1;LINESTRING (-79.79368699999999 40.39674099335058, -79.78901249999998 40.39383986334919)
S25660;106@1;LINESTRING (-79.945858 40.41452399335899, -79.94505829999999 40.4120956333578)
S70365;27731@1;LINESTRING (-79.89116 40.33445699332108, -79.89241414999998 40.33117599331952)
W25910;21670@2;LINESTRING (-80.02850500000001 40.4446639933732, -80.02830433 40.4444331433731)
S35905;19004@1;LINESTRING (-80.00187499999998 40.34405099332562, -80.00703583999999 40.33641298332199)
S42275;21563@2;LINESTRING (-80.01094000000002 40.41339799335844, -80.00941661999998 40.41463144335901)
E36260;10479@1;LINESTRING (-79.78011099999999 40.36821599333707, -79.7862241 40.35826955333236)
E43030;27474@1;LINESTRING (-79.890045 40.46692399338369, -79.89566277999998 40.45898835337998)
S35233;19006@1;LINESTRING (-79.95147999999999 40.3467339933269, -79.94999739999999 40.34791143332742)
N45090;5718@1;LINESTRING (-79.98322 40.46712199338382, -79.98164869 40.46947237338492)
S46940;12648@1;LINESTRING (-79.84509200000002 40.33190999331986, -79.84723276 40.33315624332045)
N35900;5860@1;LINESTRING (-79.96003599999999 40.52242999340989, -79.96169308999998 40.52407678341068)
E06140;5287@1;LINESTRING (-79.93092199999998 40.42825599336544, -79.92746902 40.43058326336659)
S70437;6111@1;LINESTRING (-79.97015599999999 40.39444399334946, -79.96498745000001 40.38787293334632)
N35700;10584@1;LINESTRING (-79.97161899999999 40.55121999342346, -79.97121251999998 40.55400554342472)
E70767;27490@1;LINESTRING (-79.88047599999999 40.4130909933583, -79.8787179 40.41071268335718)
W09620;38405@1;LINESTRING (-80.112095 40.50004199339935, -80.10622053999998 40.50377080340107)
E70739;27474@1;LINESTRING (-79.890722 40.46188399338134, -79.89566277999998 40.45898835337998)
S23530;12004@1;LINESTRING (-79.97943599999999 40.35546099333101, -79.97793563999998 40.35287446332983)
E53150;27426@1;LINESTRING (-79.94762 40.47765699338881, -79.95539186999999 40.46931751338487)
E36268;10477@1;LINESTRING (-79.80119599999999 40.37730499334136, -79.80378743999999 40.37816354334173)
E56400;27476@1;LINESTRING (-79.907129 40.46013899338052, -79.90719257000001 40.46181920338129)
W10620;71@1;LINESTRING (-80.07121500000001 40.48332499339147, -80.07224011999999 40.48416042339185)
W05921;27838@1;LINESTRING (-80.06898399999999 40.43669899336946, -80.0689857 40.43626763336921)
W22220;10565@1;LINESTRING (-80.20304899999999 40.44185699337184, -80.21176518 40.43819707337018)
E70455;27474@1;LINESTRING (-79.892032 40.46141999338108, -79.89566277999998 40.45898835337998)
N19540;151@1;LINESTRING (-79.98494299999999 40.55805699342667, -79.98891139999999 40.56337263342917)
W04070;27625@1;LINESTRING (-80.06058399999998 40.45362999337748, -80.06554269 40.45392546337758)
S12460;27563@1;LINESTRING (-79.99896399999999 40.41989199336149, -79.99790912 40.41594626335964)
W04620;27685@1;LINESTRING (-80.10154899999999 40.46935299338488, -80.09367872999999 40.47299088338655)
N71328;27676@1;LINESTRING (-80.087152 40.51026599340416, -80.08121198000001 40.50727898340275)
S24070;27568@1;LINESTRING (-79.98718199999998 40.37765899334156, -79.98281197999999 40.3843736233447)
E32760;27496@1;LINESTRING (-79.92652899999999 40.40716899335548, -79.92276436999998 40.41380713335864)
W16640;21648@1;LINESTRING (-80.07710999999999 40.41344099335841, -80.08181089999999 40.40839705335609)
S49510;10542@1;LINESTRING (-79.87785100000001 40.34834899332763, -79.87362316999999 40.34728258332715)
S17690;27763@1;LINESTRING (-79.84958 40.3499719933284, -79.84960968 40.34943842332816)
S70278;25094@1;LINESTRING (-79.90233199999999 40.41404599335871, -79.90463025999999 40.40894459335632)
E10130;27811@1;LINESTRING (-79.861265 40.42160599336233, -79.86502660999999 40.41668531335998)
N70173;5292@1;LINESTRING (-79.89095 40.49697099339788, -79.89655676 40.49380149339638)
S05490;27563@1;LINESTRING (-79.994996 40.41410599335877, -79.99790912 40.41594626335964)
E51360;8055@1;LINESTRING (-79.920756 40.4498789933757, -79.91667276999999 40.45343136337732)
W08700;27683@1;LINESTRING (-80.11658899999999 40.49948199339909, -80.11572747999999 40.50853283340335)
N32940;22822@1;LINESTRING (-80.01039699999998 40.53111999341397, -80.01288325 40.53068367341378)
E28630;27447@1;LINESTRING (-79.930154 40.41981999336146, -79.92684174 40.4253833933641)
S70315;14401@1;LINESTRING (-79.93082499999998 40.32275199331553, -79.92520679999998 40.32160689331495)
E07550;5935@2;LINESTRING (-79.95831899999999 40.45888299337994, -79.95828659999999 40.45880039337986)
X01950;21563@2;LINESTRING (-80.01141300000002 40.41551499335941, -80.00941661999998 40.41463144335901)
E40825;5939@2;LINESTRING (-79.87428999999999 40.4666799933836, -79.86854568 40.46091124338086)
E40110;19340@1;LINESTRING (-79.788264 40.42733399336504, -79.77993916999999 40.43713565336968)
E32415;27468@1;LINESTRING (-79.92514 40.48702799339323, -79.92386929999998 40.48792944339365)
E32420;27468@1;LINESTRING (-79.92545699999998 40.48697799339321, -79.92386929999998 40.48792944339365)
E70263;5939@2;LINESTRING (-79.86566199999999 40.46567999338313, -79.86854568 40.46091124338086)
W70088;27655@1;LINESTRING (-80.080691 40.47503699338758, -80.08065952999999 40.48109831339038)
S10460;6115@1;LINESTRING (-79.90854599999999 40.35879199333261, -79.90785083 40.35972767333305)
W10475;5660@1;LINESTRING (-80.067818 40.4794499933896, -80.06927967999999 40.47568672338784)
E34810;27474@1;LINESTRING (-79.89363399999999 40.4670349933838, -79.89566277999998 40.45898835337998)
E10710;27810@1;LINESTRING (-79.793537 40.39655199335047, -79.78901249999998 40.39383986334919)
N18590;27541@1;LINESTRING (-80.00071899999998 40.47318799338665, -80.00021597 40.47417781338716)
S70620;6082@1;LINESTRING (-79.88757 40.30741899330825, -79.88986162999998 40.30887696330895)
S25580;27493@1;LINESTRING (-79.91188 40.37370799333969, -79.90830822999999 40.37821241334181)
E29920;27474@1;LINESTRING (-79.89583300000001 40.45894799337998, -79.89566277999998 40.45898835337998)
S70362;27740@1;LINESTRING (-79.88802599999998 40.34032699332386, -79.89130853999998 40.34756514332727)
S17070;19127@1;LINESTRING (-79.87967900000001 40.39454199334955, -79.88385413 40.39648560335046)
S70590;10526@2;LINESTRING (-79.914199 40.35416099333037, -79.91797683 40.35280969332978)
S70628;10493@1;LINESTRING (-79.83426499999999 40.35907599333271, -79.83405994999998 40.35601764333129)
W14460;27630@2;LINESTRING (-80.058408 40.44444599337313, -80.05951836 40.44259420337224)
N08360;5299@1;LINESTRING (-80.183116 40.54231199341925, -80.18393471999998 40.53725029341686)
S50253;10481@2;LINESTRING (-79.91328199999998 40.29074299330033, -79.91226776000001 40.28931537329966)
S70341;27740@1;LINESTRING (-79.88795599999999 40.33989799332365, -79.89130853999998 40.34756514332727)
E70752;27474@1;LINESTRING (-79.891002 40.46252299338163, -79.89566277999998 40.45898835337998)
X18580;27733@1;LINESTRING (-80.092792 40.37454199334006, -80.09363557 40.3746465633401)
S70602;27563@1;LINESTRING (-79.99491399999999 40.41426999335884, -79.99790912 40.41594626335964)
W22615;21354@1;LINESTRING (-80.119114 40.4492869933754, -80.13070573999998 40.44418625337296)
E34780;27474@1;LINESTRING (-79.89694999999999 40.4700439933852, -79.89566277999998 40.45898835337998)
W11681;5477@1;LINESTRING (-80.08411700000001 40.38598899334547, -80.08077467 40.38210446334365)
S23670;12003@2;LINESTRING (-79.93763299999998 40.31020599330954, -79.93508825000001 40.30610995330764)
E52430;27472@1;LINESTRING (-79.884438 40.44155099337176, -79.88528305 40.44196686337193)
N24095;5858@1;LINESTRING (-79.94702999999998 40.50200399340029, -79.9482361 40.50299582340074)
W14280;5663@1;LINESTRING (-80.111664 40.49190599339552, -80.10592690999999 40.49697238339787)
E70744;27474@1;LINESTRING (-79.89495299999999 40.46450699338261, -79.89566277999998 40.45898835337998)
E34820;27474@1;LINESTRING (-79.89178399999999 40.46693699338371, -79.89566277999998 40.45898835337998)
X17675;69@2;LINESTRING (-80.013532 40.41866499336095, -80.01523483 40.41960170336135)
E70262;5939@2;LINESTRING (-79.86872499999998 40.46637799338349, -79.86854568 40.46091124338086)
N71303;5753@1;LINESTRING (-79.969708 40.49121099339517, -79.96868895999998 40.49153602339535)
S70361;38267@2;LINESTRING (-79.83970299999999 40.35558599333107, -79.8422777 40.35412360333036)
S70262;27556@1;LINESTRING (-79.99196600000001 40.4143919933589, -79.99192044999999 40.42210680336253)
S70376;6081@1;LINESTRING (-79.88342 40.30499699330709, -79.87716946 40.3009961033052)
E70297;5286@1;LINESTRING (-79.95708999999999 40.45006099337572, -79.95532253999998 40.44993965337574)
E10220;27811@1;LINESTRING (-79.85886600000001 40.41973999336146, -79.86502660999999 40.41668531335998)
N22820;5899@1;LINESTRING (-79.80955899999998 40.54048699341838, -79.80650394999999 40.54097186341863)
E28725;1378@2;LINESTRING (-79.96583499999998 40.45917799338005, -79.96763936000001 40.45524709337824)
E52410;8064@1;LINESTRING (-79.88145 40.44073899337133, -79.88015930999998 40.43717754336964)
S27410;10605@1;LINESTRING (-79.868199 40.38921499334699, -79.86926742999998 40.3909368633478)
E59670;27452@1;LINESTRING (-79.874353 40.41481299335913, -79.87660102 40.41409663335878)
S70438;6111@1;LINESTRING (-79.970843 40.39425799334935, -79.96498745000001 40.38787293334632)
W70092;27685@1;LINESTRING (-80.10049599999999 40.47613399338805, -80.09367872999999 40.47299088338655)
N36550;5860@1;LINESTRING (-79.960111 40.52281999341003, -79.96169308999998 40.52407678341068)
E57680;27436@1;LINESTRING (-79.92203000000001 40.44397899337289, -79.92014566 40.44265309337226)
E59690;27452@1;LINESTRING (-79.87276999999999 40.41417499335881, -79.87660102 40.41409663335878)
E70766;27490@1;LINESTRING (-79.87940699999999 40.41274499335812, -79.8787179 40.41071268335718)
E15780;27409@1;LINESTRING (-79.98800599999998 40.44394399337284, -79.99157553999999 40.44206390337199)
E15470;27579@1;LINESTRING (-79.866936 40.40759599335571, -79.8622094 40.40294327335346)
S24280;12004@1;LINESTRING (-79.97974499999998 40.35553899333109, -79.97793563999998 40.35287446332983)
S49470;6043@1;LINESTRING (-79.872018 40.34997399332843, -79.87079991999998 40.34822709332759)
S70408;27574@1;LINESTRING (-79.88750799999998 40.3940839933493, -79.88927919999999 40.39099580334781)
S32150;19127@1;LINESTRING (-79.881012 40.39618599335027, -79.88385413 40.39648560335046)
N18010;27541@1;LINESTRING (-79.99975500000001 40.46590599338325, -80.00021597 40.47417781338716)
S70337;27731@1;LINESTRING (-79.891807 40.33242799332008, -79.89241414999998 40.33117599331952)
S70380;6088@1;LINESTRING (-79.89099599999999 40.29398799330189, -79.89385059999999 40.28718136329865)
N36480;10584@1;LINESTRING (-79.97135699999998 40.55104799342335, -79.97121251999998 40.55400554342472)
N10420;11552@1;LINESTRING (-80.025755 40.47084099338554, -80.02253637 40.46785457338415)
N15020;23841@1;LINESTRING (-79.99505199999999 40.45628599337872, -79.99373697999998 40.45015982337581)
X00580;46@2;LINESTRING (-80.037432 40.40556699335473, -80.04229475 40.40183956335297)
S48780;6121@1;LINESTRING (-79.889392 40.4025759933533, -79.89153884999999 40.40520097335455)
E21080;5940@1;LINESTRING (-79.83631099999999 40.4670809933838, -79.84046048 40.46280475338175)
W23001;21354@1;LINESTRING (-80.119203 40.44940899337546, -80.13070573999998 40.44418625337296)
S70233;27738@1;LINESTRING (-79.95890899999998 40.35877299333258, -79.96164143999999 40.36090097333356)
E48480;26003@2;LINESTRING (-79.90360499999998 40.44643799337406, -79.90199606 40.44937432337547)
E70944;6015@1;LINESTRING (-79.84103 40.40657499335521, -79.8389332 40.40526777335462)
X02610;27658@1;LINESTRING (-80.08713499999999 40.36394899333507, -80.08252688 40.37174772333872)
N36055;10583@1;LINESTRING (-79.96453699999999 40.52813299341256, -79.96652029999998 40.5306596934138)
E55750;5939@2;LINESTRING (-79.865816 40.46359599338218, -79.86854568 40.46091124338086)
E15970;27453@1;LINESTRING (-79.915761 40.45970499338032, -79.91275372 40.46007320338048)
S19270;19004@1;LINESTRING (-80.007032 40.34582299332644, -80.00703583999999 40.33641298332199)
W15940;27839@1;LINESTRING (-80.0645 40.43586999336907, -80.06458123999998 40.43248829336749)
W70128;27664@1;LINESTRING (-80.07244299999999 40.39134399334802, -80.07685644 40.39785945335107)
S47340;5998@1;LINESTRING (-79.833322 40.31642799331252, -79.83376508000001 40.317459793313)
W10500;71@1;LINESTRING (-80.07096999999997 40.48337999339147, -80.07224011999999 40.48416042339185)
E59480;27472@1;LINESTRING (-79.88391099999998 40.44802099337478, -79.88528305 40.44196686337193)
X70065;5465@2;LINESTRING (-80.04388899999999 40.38659899334574, -80.04394787 40.38483264334496)
X08851;27733@1;LINESTRING (-80.09046999999998 40.37734999334137, -80.09363557 40.3746465633401)
E32970;27579@1;LINESTRING (-79.85845799999998 40.40600899335493, -79.8622094 40.40294327335346)
E70957;118@1;LINESTRING (-79.82803 40.38137799334327, -79.82807411999998 40.38952786334718)
E03140;6023@1;LINESTRING (-79.81543000000001 40.3994529933518, -79.81398852 40.3950468533498)
E40770;5939@2;LINESTRING (-79.86926700000001 40.46717599338385, -79.86854568 40.46091124338086)
E40810;5939@2;LINESTRING (-79.87297199999999 40.46688299338369, -79.86854568 40.46091124338086)
S40060;10557@1;LINESTRING (-79.99447800000002 40.3705709933382, -79.99648754 40.35834485333239)
E55860;27387@1;LINESTRING (-79.96634899999999 40.44335599337258, -79.96418982999998 40.44887075337524)
W22460;21354@1;LINESTRING (-80.12469999999999 40.44940599337544, -80.13070573999998 40.44418625337296)
N15330;27541@1;LINESTRING (-80.00378499999998 40.48409999339182, -80.00021597 40.47417781338716)
E20385;11301@1;LINESTRING (-79.879898 40.45505699337811, -79.87732599999998 40.44122545337159)
N20160;27611@1;LINESTRING (-80.054242 40.50089199339975, -80.05923139999999 40.49034079339476)
W22930;38588@1;LINESTRING (-80.138611 40.45097899337621, -80.14149247999998 40.45755657337929)
E03120;6023@1;LINESTRING (-79.81312199999999 40.3979099933511, -79.81398852 40.3950468533498)
N35950;5859@1;LINESTRING (-79.95681099999999 40.51084599340442, -79.95247202 40.50875007340344)
N08825;5298@1;LINESTRING (-80.18934200000001 40.54849099342214, -80.18936457 40.54728100342159)
W70125;5479@2;LINESTRING (-80.06867899999999 40.39185699334823, -80.06582464999998 40.39759345335099)
N40740;10575@1;LINESTRING (-79.956434 40.49432499339663, -79.95574059999998 40.49411352339656)
N08735;5298@1;LINESTRING (-80.19167400000001 40.55211199342386, -80.18936457 40.54728100342159)
E38810;5939@2;LINESTRING (-79.86803699999999 40.46982299338508, -79.86854568 40.46091124338086)
S70133;10526@2;LINESTRING (-79.914314 40.35423299333044, -79.91797683 40.35280969332978)
W16830;27656@1;LINESTRING (-80.067033 40.4207559933619, -80.06126685999999 40.42685330336481)
E41360;27436@1;LINESTRING (-79.92355900000001 40.44263299337222, -79.92014566 40.44265309337226)
N10948;27688@1;LINESTRING (-80.17814799999999 40.54146799341881, -80.17600399000001 40.53386231341526)
E16160;27448@1;LINESTRING (-79.913821 40.43612499336915, -79.91157285 40.43552177336891)
S30590;27763@1;LINESTRING (-79.84829999999999 40.35284899332976, -79.84960968 40.34943842332816)
W03810;5296@1;LINESTRING (-80.07411999999999 40.46498599338281, -80.07497148999998 40.46605232338331)
S09760;27670@1;LINESTRING (-79.98644899999998 40.34684699332691, -79.98988677 40.35407403333037)
N08470;27700@1;LINESTRING (-80.203745 40.56238699342867, -80.20222576999998 40.57112213343277)
E55420;5954@1;LINESTRING (-79.83731899999999 40.48395799339176, -79.83409051 40.47994725338987)
N22690;11704@2;LINESTRING (-79.879459 40.48818199339375, -79.88163651000001 40.49087992339503)
X70084;31183@2;LINESTRING (-80.059715 40.34275899332502, -80.05922950999999 40.3443939133258)
N12885;6734@1;LINESTRING (-80.02527600000001 40.4599169933804, -80.02781912000002 40.46434547338254)
E30035;19214@1;LINESTRING (-79.803378 40.51342799340566, -79.80640599 40.51554391340663)
W70033;21550@1;LINESTRING (-80.19167199999998 40.43722099336969, -80.18751355999999 40.44240759337216)
E02790;5952@1;LINESTRING (-79.86221500000001 40.46917099338481, -79.85818371000001 40.47265827338642)
N49090;5753@1;LINESTRING (-79.96334999999999 40.49397499339645, -79.96868895999998 40.49153602339535)
E48360;124@1;LINESTRING (-79.87617299999999 40.43698499336958, -79.87524275 40.4395372933708)
W17810;12100@1;LINESTRING (-80.050978 40.43756199336984, -80.05493162 40.43785322336998)
W00440;5664@1;LINESTRING (-80.16785399999999 40.52004799340873, -80.16802269 40.52001657340873)
W22577;38588@1;LINESTRING (-80.141124 40.4494599933755, -80.14149247999998 40.45755657337929)
N14645;27539@1;LINESTRING (-80.016643 40.46750199338398, -80.01771247000002 40.46726278338386)
E48210;27490@1;LINESTRING (-79.880143 40.4113469933575, -79.8787179 40.41071268335718)
S08440;27670@1;LINESTRING (-79.99068199999999 40.3583389933324, -79.98988677 40.35407403333037)
W70133;27685@1;LINESTRING (-80.09528699999998 40.47758099338879, -80.09367872999999 40.47299088338655)
E20470;27453@1;LINESTRING (-79.911556 40.45959199338026, -79.91275372 40.46007320338048)
S01060;33699@1;LINESTRING (-79.937907 40.40007999335216, -79.94453208 40.41094643335725)
W02880;137@1;LINESTRING (-80.08865400000001 40.40187299335301, -80.08716597999999 40.40839157335606)
S70522;27547@1;LINESTRING (-79.96468399999999 40.39873199335152, -79.97101243 40.40533071335462)
S34340;6116@1;LINESTRING (-79.91086499999999 40.36933099333762, -79.90960275 40.36646487333623)
N41755;6700@2;LINESTRING (-80.028166 40.45374799337748, -80.02688846 40.44992183337568)
N39560;27676@1;LINESTRING (-80.08466299999999 40.50489399340163, -80.08121198000001 40.50727898340275)
N22130;14583@1;LINESTRING (-79.77814199999999 40.57668499343541, -79.77746342 40.57350269343394)
S39666;27738@1;LINESTRING (-79.962405 40.36131699333378, -79.96164143999999 40.36090097333356)
N10910;11552@1;LINESTRING (-80.02457199999999 40.46550399338302, -80.02253637 40.46785457338415)
X70083;31183@1;LINESTRING (-80.057725 40.34564099332633, -80.05895590999999 40.34441927332581)
N12440;14575@1;LINESTRING (-79.94664099999999 40.49425199339659, -79.94678630999999 40.49421210339658)
W70059;27838@1;LINESTRING (-80.072417 40.42655899336467, -80.0689857 40.43626763336921)
S70527;6111@1;LINESTRING (-79.972579 40.39365099334909, -79.96498745000001 40.38787293334632)
E52560;27426@1;LINESTRING (-79.95034499999998 40.47764099338878, -79.95539186999999 40.46931751338487)
W70127;5479@2;LINESTRING (-80.07060300000001 40.39176499334824, -80.06582464999998 40.39759345335099)
X18550;27658@1;LINESTRING (-80.08434799999999 40.36830599333708, -80.08252688 40.37174772333872)
S70390;10557@1;LINESTRING (-80.000422 40.36256299333436, -79.99648754 40.35834485333239)
E43870;19117@2;LINESTRING (-79.75174899999999 40.44132699337165, -79.75651500999999 40.43887945337049)
N28090;23841@1;LINESTRING (-79.99281999999998 40.46132899338107, -79.99373697999998 40.45015982337581)
E40970;5939@2;LINESTRING (-79.874342 40.46644899338349, -79.86854568 40.46091124338086)
W15730;30325@1;LINESTRING (-80.09125999999999 40.49769999339822, -80.08842557999999 40.49636061339762)
W10580;5660@1;LINESTRING (-80.06502999999999 40.47557399338777, -80.06927967999999 40.47568672338784)
X00460;5473@1;LINESTRING (-80.10591699999999 40.35309299332989, -80.10516875 40.35188950332932)
N13780;5709@1;LINESTRING (-80.04185200000001 40.52016299340883, -80.04325722999999 40.52169280340952)
E55190;27798@1;LINESTRING (-79.82037199999998 40.46454799338263, -79.81181452999999 40.46078765338084)
N15521;5707@1;LINESTRING (-80.02011399999999 40.49629899339755, -80.02534759 40.50332282340086)
S70320;6091@1;LINESTRING (-79.904674 40.30692799330799, -79.90267742 40.30840601330873)
S70521;27547@1;LINESTRING (-79.96782599999999 40.3992919933518, -79.97101243 40.40533071335462)
E70035;5898@1;LINESTRING (-79.84278299999998 40.52000999340876, -79.84323517999999 40.53485500341576)
X08950;5484@2;LINESTRING (-80.00121700000001 40.42566499336425, -80.00286228 40.43156319336704)
N45950;157@1;LINESTRING (-80.01599999999999 40.44999299337572, -80.01388126000001 40.45204478337673)
X19505;5465@1;LINESTRING (-80.04391099999998 40.38443599334475, -80.04385275999998 40.38479519334492)
W23091;27660@1;LINESTRING (-80.19327899999999 40.4528989933771, -80.19438614999999 40.44738424337449)
S34400;6116@1;LINESTRING (-79.91048399999998 40.36821799333708, -79.90960275 40.36646487333623)
E52900;27417@1;LINESTRING (-79.93585099999999 40.48095799339033, -79.93280332 40.47850303338919)
N45850;5718@1;LINESTRING (-79.982811 40.46723799338386, -79.98164869 40.46947237338492)
S34305;6116@1;LINESTRING (-79.91708999999999 40.37202199333887, -79.90960275 40.36646487333623)
N32330;27508@1;LINESTRING (-80.00071400000002 40.55172999342367, -79.99946583000001 40.56189872342848)
N45060;5718@1;LINESTRING (-79.98204100000001 40.46913799338477, -79.98164869 40.46947237338492)
N22650;5982@1;LINESTRING (-79.770371 40.54606199342099, -79.76045957999999 40.54405022342006)
N19600;151@1;LINESTRING (-79.98994899999998 40.56387899342938, -79.98891139999999 40.56337263342917)
E57610;19401@1;LINESTRING (-79.914463 40.44593299337384, -79.91487653 40.44564259337368)
S70539;6111@1;LINESTRING (-79.959273 40.38493599334499, -79.96498745000001 40.38787293334632)
X17727;27561@1;LINESTRING (-80.00919099999999 40.4258309933643, -80.00986265 40.42289135336294)
S70036;27720@1;LINESTRING (-79.988336 40.33015999331907, -79.98737792999999 40.32901180331849)
S21470;6120@1;LINESTRING (-79.880247 40.38584399334537, -79.87595064999998 40.39024938334749)
X02620;27658@1;LINESTRING (-80.07561700000001 40.37337199333949, -80.08252688 40.37174772333872)
E70342;13671@1;LINESTRING (-79.798739 40.46674799338365, -79.79277036000001 40.47517526338762)
N16720;10595@1;LINESTRING (-80.00477099999998 40.56699399343086, -80.00432131999999 40.56929380343195)
E70389;5956@1;LINESTRING (-79.790739 40.49280299339591, -79.79393207999999 40.50434275340137)
X04280;27669@1;LINESTRING (-80.059793 40.37118499333845, -80.06560462 40.36239275333429)
N37070;22398@1;LINESTRING (-80.00025899999999 40.49579399339737, -80.00042362000001 40.503575953401)
N37020;5718@1;LINESTRING (-79.98275099999999 40.4721529933862, -79.98164869 40.46947237338492)
W19442;5479@2;LINESTRING (-80.06919499999998 40.39493199334972, -80.06582464999998 40.39759345335099)
X02640;11549@1;LINESTRING (-80.05878699999998 40.38170999334346, -80.05243355000002 40.38001667334265)
S70414;27576@1;LINESTRING (-79.889143 40.39722599335081, -79.89122003 40.39479887334965)
S14746;19349@1;LINESTRING (-79.854206 40.3796319933425, -79.84416701000001 40.39368593334908)
N71334;27604@1;LINESTRING (-80.093524 40.51313199340548, -80.08487903 40.52191356340963)
S70538;6111@1;LINESTRING (-79.96226899999999 40.38592299334543, -79.96498745000001 40.38787293334632)
E70823;27810@1;LINESTRING (-79.759016 40.38577099334537, -79.78901249999998 40.39383986334919)
N45080;5718@1;LINESTRING (-79.982851 40.46891699338466, -79.98164869 40.46947237338492)
E03550;19307@1;LINESTRING (-79.842505 40.50831699340322, -79.84368393999999 40.49861922339868)
N19670;151@1;LINESTRING (-79.984567 40.55820799342673, -79.98891139999999 40.56337263342917)
N28180;21869@2;LINESTRING (-80.014588 40.49679099339777, -80.00954917999999 40.50454099340148)
N21480;5931@1;LINESTRING (-79.72862600000001 40.62095899345617, -79.72888518999999 40.62986914346038)
E55590;27829@1;LINESTRING (-79.83667199999999 40.49610799339749, -79.83616287999999 40.49100539339508)
N14250;25568@1;LINESTRING (-80.102802 40.5130969934055, -80.1072545 40.51253263340525)
X02560;133@1;LINESTRING (-80.07169399999999 40.37500499334031, -80.06991983 40.36172537333402)
S23790;6070@1;LINESTRING (-79.94721799999999 40.33525599332145, -79.94464517999998 40.32766111331784)
N31480;26007@1;LINESTRING (-79.914252 40.49339499339619, -79.91025175 40.48549036339246)
S50220;6088@1;LINESTRING (-79.897561 40.29268199330127, -79.89385059999999 40.28718136329865)
S70639;19414@2;LINESTRING (-79.852829 40.37043899333812, -79.84328087999999 40.36339100333479)
E70985;14405@1;LINESTRING (-79.95580600000001 40.42734799336503, -79.95777423 40.43382026336807)
E70986;31188@1;LINESTRING (-79.955844 40.4266679933647, -79.95762791999999 40.41964033336139)
E70325;5940@1;LINESTRING (-79.844195 40.46347999338208, -79.84046048 40.46280475338175)
N71339;22398@1;LINESTRING (-80.000687 40.49571399339731, -80.00042362000001 40.503575953401)
W70178;21676@2;LINESTRING (-80.22310300000001 40.50947399340378, -80.22327519 40.50658020340244)
N21120;25109@1;LINESTRING (-79.77633799999998 40.58749699344047, -79.77716954999998 40.58531063343946)
S27880;10545@1;LINESTRING (-79.92474099999998 40.35046699332867, -79.92520665000001 40.3455559533263)
S70605;10545@1;LINESTRING (-79.92586999999999 40.34588999332649, -79.92520665000001 40.3455559533263)
S45030;38779@1;LINESTRING (-79.983822 40.41342799335845, -79.98640495999999 40.41761039336045)
E50460;13671@1;LINESTRING (-79.799544 40.47757799338877, -79.79277036000001 40.47517526338762)
