STOP_ID;sensor_ID;geometry
S35200;27552@1;LINESTRING (-79.97734199999999 40.41154199335754, -79.97715224 40.40521563335457)
E19160;8051@1;LINESTRING (-79.91633699999998 40.43795999337004, -79.91755092 40.43803978337009)
E04160;5303@1;LINESTRING (-79.85045799999999 40.41976899336147, -79.84487328 40.42167534336236)
E46140;26003@2;LINESTRING (-79.90395799999999 40.44994199337573, -79.90199606 40.44937432337547)
S08910;27568@1;LINESTRING (-79.97627800000002 40.38128999334325, -79.98281197999999 40.3843736233447)
N31340;5718@1;LINESTRING (-79.982963 40.46299699338188, -79.98164869 40.46947237338492)
X03250;27566@1;LINESTRING (-80.019305 40.39309999334881, -80.02190573999999 40.39513533334983)
S44730;38960@1;LINESTRING (-79.88207299999998 40.29214899330101, -79.88181315 40.29218372330103)
N13020;12183@1;LINESTRING (-80.06701499999998 40.50091999339974, -80.06809957999998 40.49644445339766)
N31220;5718@1;LINESTRING (-79.98409000000001 40.46187599338135, -79.98164869 40.46947237338492)
N31660;14782@1;LINESTRING (-79.92968299999998 40.49428299339663, -79.931899 40.49479797339689)
E70936;27490@1;LINESTRING (-79.87367799999998 40.406142993355, -79.8787179 40.41071268335718)
S70638;6088@1;LINESTRING (-79.88999399999999 40.29058199330026, -79.89385059999999 40.28718136329865)
N20760;14576@1;LINESTRING (-79.942455 40.49671199339777, -79.94347225999999 40.4965228233977)
E33940;27800@1;LINESTRING (-79.85738699999999 40.45720799337911, -79.85641762999998 40.45775208337943)
E50250;5973@1;LINESTRING (-79.785454 40.47770899338882, -79.78292949 40.47349496338681)
E08970;5288@1;LINESTRING (-79.89490500000001 40.43410499336823, -79.89763775999998 40.43966653337085)
X02220;5465@2;LINESTRING (-80.046261 40.3865329933457, -80.04394787 40.38483264334496)
E09730;6015@1;LINESTRING (-79.841503 40.40215799335314, -79.8389332 40.40526777335462)
E20330;27474@1;LINESTRING (-79.889895 40.45600699337859, -79.89566277999998 40.45898835337998)
X00390;27591@1;LINESTRING (-80.00534899999998 40.42693499336487, -80.00875173 40.43021524336641)
S70482;10493@1;LINESTRING (-79.83425399999999 40.34986399332836, -79.83405994999998 40.35601764333129)
E53180;5851@2;LINESTRING (-79.943547 40.47926699338953, -79.93803615999998 40.49101831339507)
W70058;27838@1;LINESTRING (-80.06771999999999 40.4359719933691, -80.0689857 40.43626763336921)
E28980;27479@1;LINESTRING (-79.919287 40.47377599338692, -79.92005607 40.47176872338601)
S70551;27736@1;LINESTRING (-79.967798 40.36682299333638, -79.97082480999998 40.36563140333585)
S23940;27568@1;LINESTRING (-79.98229499999999 40.37040799333807, -79.98281197999999 40.3843736233447)
E12235;668@1;LINESTRING (-79.952417 40.48221599339094, -79.94931802999999 40.49267278339585)
E39140;27579@1;LINESTRING (-79.861785 40.40537299335461, -79.8622094 40.40294327335346)
E08840;6790@1;LINESTRING (-79.891741 40.42881299336573, -79.88841877999999 40.42997018336628)
E30580;10601@1;LINESTRING (-79.713463 40.44239999337213, -79.71080859 40.44857144337506)
N20030;27678@1;LINESTRING (-80.052504 40.49994999339929, -80.04559984999999 40.49278237339591)
E48680;10548@2;LINESTRING (-79.86848000000001 40.45119399337629, -79.86691457999999 40.45258031337694)
E70904;27579@1;LINESTRING (-79.862736 40.40335099335368, -79.8622094 40.40294327335346)
S04360;27558@1;LINESTRING (-79.96783499999998 40.41723299336027, -79.96536164 40.4184085133608)
E70942;27474@1;LINESTRING (-79.892747 40.47058099338545, -79.89566277999998 40.45898835337998)
X13460;27582@1;LINESTRING (-80.015474 40.40329999335366, -80.01690025000001 40.40152194335284)
E35340;27396@1;LINESTRING (-79.95347599999999 40.46362999338216, -79.95515371 40.461133123381)
N28065;27849@1;LINESTRING (-79.99551600000001 40.45778799337941, -79.99862970999999 40.4511809933763)
S05510;27563@1;LINESTRING (-79.99313300000001 40.41416199335882, -79.99790912 40.41594626335964)
S08480;27568@1;LINESTRING (-79.975346 40.37769899334157, -79.98281197999999 40.3843736233447)
X01260;27505@1;LINESTRING (-79.997597 40.42378999336334, -79.99309774 40.42775032336525)
S00080;27578@1;LINESTRING (-79.90813900000001 40.40432499335417, -79.90567972999999 40.40670513335526)
E26440;27474@1;LINESTRING (-79.89285600000001 40.45362899337742, -79.89566277999998 40.45898835337998)
E56005;27472@1;LINESTRING (-79.88675799999999 40.44532799337352, -79.88528305 40.44196686337193)
N19120;27377@1;LINESTRING (-80.00788399999998 40.45891999337992, -80.01012181 40.4655815833831)
TP7105;22822@1;LINESTRING (-80.00839999999998 40.52772399341237, -80.01288325 40.53068367341378)
E28640;27447@1;LINESTRING (-79.92934999999999 40.41961099336137, -79.92684174 40.4253833933641)
E04890;1378@1;LINESTRING (-79.95189999999999 40.45408399337764, -79.95530846 40.45716412337908)
E20060;3677@1;LINESTRING (-79.92084899999999 40.42920499336591, -79.92591796999999 40.4278782933653)
W70014;27838@1;LINESTRING (-80.07002299999998 40.44035299337115, -80.0689857 40.43626763336921)
N13615;27849@1;LINESTRING (-80.00227399999999 40.454845993378, -79.99862970999999 40.4511809933763)
E46720;27426@1;LINESTRING (-79.94792 40.46574399338319, -79.95539186999999 40.46931751338487)
E01860;27432@1;LINESTRING (-79.93910399999999 40.44753399337458, -79.93491467 40.44712716337439)
E70209;10498@2;LINESTRING (-79.91669 40.4584409933797, -79.91405490999999 40.45522432337818)
N41735;157@1;LINESTRING (-80.01547099999998 40.45600999337854, -80.01388126000001 40.45204478337673)
N10265;27523@1;LINESTRING (-80.01914799999999 40.46191299338135, -80.02182426 40.46331322338202)
E04920;5935@1;LINESTRING (-79.94776899999998 40.45425599337775, -79.94203211999998 40.45591310337855)
S70369;27731@1;LINESTRING (-79.89255799999998 40.32604599331711, -79.89241414999998 40.33117599331952)
S27546;39232@1;LINESTRING (-79.86708999999999 40.38373499334438, -79.87257029999999 40.38267390334391)
E06410;8050@1;LINESTRING (-79.93833000000001 40.4439909933729, -79.93628144 40.44124137337161)
E25340;27447@1;LINESTRING (-79.92929000000001 40.41976799336143, -79.92684174 40.4253833933641)
S35280;27556@1;LINESTRING (-79.990669 40.42020699336166, -79.99192044999999 40.42210680336253)
E11830;668@1;LINESTRING (-79.948044 40.48448699339198, -79.94931802999999 40.49267278339585)
N12740;5294@1;LINESTRING (-80.04114799999998 40.48295399339129, -80.04168799 40.48195196339081)
S19310;21563@1;LINESTRING (-80.00498599999999 40.41664699335996, -80.00921176999999 40.41462510335904)
E37990;19154@2;LINESTRING (-79.841545 40.39596599335017, -79.84093556000001 40.39585474335016)
E19350;27448@1;LINESTRING (-79.913265 40.43790099337001, -79.91157285 40.43552177336891)
S33320;27548@1;LINESTRING (-79.99371499999999 40.40923299335645, -79.99975259 40.41177994335767)
N14990;23841@1;LINESTRING (-79.992751 40.45330799337732, -79.99373697999998 40.45015982337581)
E39310;5935@1;LINESTRING (-79.947039 40.45852399337973, -79.94203211999998 40.45591310337855)
E46510;11300@1;LINESTRING (-79.867993 40.44238999337216, -79.87059815000001 40.43531197336878)
X18750;27553@1;LINESTRING (-80.01524799999999 40.43201699336726, -80.01650060999999 40.42762979336517)
E14290;27468@1;LINESTRING (-79.92707 40.4842879933919, -79.92386929999998 40.48792944339365)
W08079;5293@1;LINESTRING (-80.04610299999999 40.41218599335785, -80.04343240999999 40.41387135335866)
E52700;27428@1;LINESTRING (-79.92968 40.47290999338653, -79.92993197999999 40.46960733338499)
N41325;27541@1;LINESTRING (-80.00234499999999 40.47433399338726, -80.00021597 40.47417781338716)
E05260;5287@1;LINESTRING (-79.928043 40.43400699336821, -79.92746902 40.43058326336659)
X01660;27594@1;LINESTRING (-80.049126 40.38906699334691, -80.04725609999998 40.39126452334796)
E11170;27479@1;LINESTRING (-79.92190599999999 40.47634999338815, -79.92005607 40.47176872338601)
N32460;22822@1;LINESTRING (-80.00955500000001 40.53038499341363, -80.01288325 40.53068367341378)
S70475;10493@1;LINESTRING (-79.834416 40.34993199332839, -79.83405994999998 40.35601764333129)
W23189;5487@1;LINESTRING (-80.07408999999998 40.38771499334629, -80.08057705 40.39007698334738)
N10953;5299@1;LINESTRING (-80.18158799999999 40.53902499341768, -80.18393471999998 40.53725029341686)
S70598;10481@2;LINESTRING (-79.910972 40.29330699330153, -79.91226776000001 40.28931537329966)
E70025;5898@1;LINESTRING (-79.842676 40.52202899340968, -79.84323517999999 40.53485500341576)
S70467;27552@1;LINESTRING (-79.97721099999998 40.41138599335748, -79.97715224 40.40521563335457)
N33580;27847@1;LINESTRING (-80.225341 40.58369499343872, -80.22044870000001 40.57908359343656)
X17730;27561@1;LINESTRING (-80.01027799999999 40.42467899336376, -80.00986265 40.42289135336294)
E34635;5955@1;LINESTRING (-79.80158899999999 40.48812699339374, -79.80013436999999 40.48910129339421)
W03820;5296@1;LINESTRING (-80.07706899999998 40.45876299337984, -80.07497148999998 40.46605232338331)
N24000;33162@1;LINESTRING (-79.96961899999999 40.47785099338886, -79.97236186000001 40.48868068339397)
E56223;118@1;LINESTRING (-79.82369399999997 40.3848539933449, -79.82807411999998 40.38952786334718)
N13340;27617@1;LINESTRING (-80.041149 40.48768199339348, -80.04484407 40.49041516339479)
S00400;27557@1;LINESTRING (-79.98256600000001 40.42138099336222, -79.98085513999999 40.41769977336049)
E27240;3134@1;LINESTRING (-79.88358599999999 40.41383099335862, -79.88740474999999 40.41707515336021)
S19970;27589@1;LINESTRING (-79.996636 40.38272999334391, -79.99959407 40.39412589334933)
X18800;27591@1;LINESTRING (-80.00972900000001 40.43063599336659, -80.00875173 40.43021524336641)
N54680;6734@1;LINESTRING (-80.02742299999998 40.46952899338496, -80.02781912000002 40.46434547338254)
E20420;27453@1;LINESTRING (-79.909792 40.45916699338007, -79.91275372 40.46007320338048)
S09240;27736@1;LINESTRING (-79.97511999999999 40.37064199333818, -79.97082480999998 40.36563140333585)
E21360;5940@1;LINESTRING (-79.844219 40.46039299338064, -79.84046048 40.46280475338175)
W22251;10565@1;LINESTRING (-80.206772 40.44115599337157, -80.21176518 40.43819707337018)
E45980;10463@2;LINESTRING (-79.863162 40.44444599337313, -79.86146601 40.43927631337067)
N22150;15203@1;LINESTRING (-79.830157 40.53851899341748, -79.82418459 40.54392924342)
W22280;38588@1;LINESTRING (-80.14618899999999 40.44421799337303, -80.14149247999998 40.45755657337929)
E70801;5937@1;LINESTRING (-79.90804399999999 40.45149399337642, -79.90796044999999 40.45176106337654)
X04450;11549@1;LINESTRING (-80.05226800000001 40.382790993344, -80.05243355000002 40.38001667334265)
E57350;5287@1;LINESTRING (-79.92748299999998 40.43247799336743, -79.92746902 40.43058326336659)
E26460;5938@1;LINESTRING (-79.904636 40.4562999933787, -79.90162967000001 40.45758989337931)
N32400;21870@1;LINESTRING (-80.020889 40.5532779934244, -80.02242475999999 40.55661849342596)
E14480;8064@1;LINESTRING (-79.88232600000001 40.43651499336936, -79.88015930999998 40.43717754336964)
E46150;26003@1;LINESTRING (-79.899502 40.44867299337511, -79.90196367 40.44942248337545)
N71207;27678@1;LINESTRING (-80.053122 40.49908899339889, -80.04559984999999 40.49278237339591)
N10840;27523@1;LINESTRING (-80.01906399999999 40.46147699338113, -80.02182426 40.46331322338202)
X01580;27594@1;LINESTRING (-80.04792900000001 40.38971499334722, -80.04725609999998 40.39126452334796)
N20930;58@1;LINESTRING (-79.90532899999999 40.4900809933946, -79.90438327 40.49424722339658)
S70271;5465@1;LINESTRING (-80.043446 40.38193799334354, -80.04385275999998 40.38479519334492)
X17670;69@1;LINESTRING (-80.012637 40.42185699336242, -80.01516042 40.42008961336158)
N71311;5294@1;LINESTRING (-80.04033199999999 40.4772609933886, -80.04168799 40.48195196339081)
E57340;5287@1;LINESTRING (-79.92754499999999 40.43405999336821, -79.92746902 40.43058326336659)
E46080;26003@1;LINESTRING (-79.901118 40.44917699337534, -79.90196367 40.44942248337545)
E15580;5989@1;LINESTRING (-79.963825 40.43758199336985, -79.96408540999998 40.4363989233693)
W00800;27625@1;LINESTRING (-80.062974 40.45951899338021, -80.06554269 40.45392546337758)
W03580;27638@1;LINESTRING (-80.073412 40.45749499337924, -80.07248772000001 40.44940193337547)
N49520;27488@1;LINESTRING (-80.03119799999999 40.47212799338617, -80.03505661 40.47393861338701)
N54505;27539@1;LINESTRING (-80.01451899999998 40.46908999338471, -80.01771247000002 40.46726278338386)
S42400;21563@2;LINESTRING (-80.011949 40.41648399335993, -80.00941661999998 40.41463144335901)
E58385;119@1;LINESTRING (-79.774095 40.43825499337019, -79.77647275 40.43774761336994)
N38330;27681@1;LINESTRING (-80.00872199999999 40.45493099337806, -80.00955809999998 40.44823402337491)
S27380;10605@1;LINESTRING (-79.86895099999998 40.39056499334767, -79.86926742999998 40.3909368633478)
E11560;5947@1;LINESTRING (-79.96530799999999 40.46549599338303, -79.96524813000001 40.465439153383)
E44950;5939@1;LINESTRING (-79.87360799999998 40.45621899337866, -79.86855973999999 40.46084795338083)
E36400;19154@2;LINESTRING (-79.83851899999999 40.39568899335005, -79.84093556000001 40.39585474335016)
S30845;6031@1;LINESTRING (-79.86357700000001 40.35182499332932, -79.86463246 40.34947504332818)
E06200;27382@1;LINESTRING (-79.919079 40.42665999336472, -79.91647779999998 40.43475230336852)
E11840;668@1;LINESTRING (-79.948127 40.48426199339191, -79.94931802999999 40.49267278339585)
S38370;38779@1;LINESTRING (-79.98722799999999 40.41389999335866, -79.98640495999999 40.41761039336045)
E20795;27472@1;LINESTRING (-79.88171199999998 40.4552689933782, -79.88528305 40.44196686337193)
E35650;27675@1;LINESTRING (-79.86562499999999 40.4013009933527, -79.86411447999998 40.40001695335214)
N20925;26516@1;LINESTRING (-79.864825 40.4920749933956, -79.86961252999998 40.49036259339478)
E07660;1378@2;LINESTRING (-79.966354 40.45562799337841, -79.96763936000001 40.45524709337824)
E01330;27375@1;LINESTRING (-79.988102 40.43870899337039, -79.98695748999998 40.43863049337036)
E25010;19154@2;LINESTRING (-79.83905499999999 40.39560799335003, -79.84093556000001 40.39585474335016)
E02770;5939@2;LINESTRING (-79.86529399999999 40.46784499338415, -79.86854568 40.46091124338086)
N31280;5718@1;LINESTRING (-79.979054 40.46858899338451, -79.98164869 40.46947237338492)
S29243;102@2;LINESTRING (-79.84390299999998 40.3716949933387, -79.8422005 40.36651182333624)
S70370;27731@1;LINESTRING (-79.89253900000001 40.3244159933163, -79.89241414999998 40.33117599331952)
N47290;27680@1;LINESTRING (-80.00272299999999 40.4503769933759, -80.00484320999999 40.44816330337484)
N17510;5718@1;LINESTRING (-79.979739 40.46506399338285, -79.98164869 40.46947237338492)
E16080;5937@1;LINESTRING (-79.90815699999997 40.45136399337638, -79.90796044999999 40.45176106337654)
S70613;6104@1;LINESTRING (-79.912032 40.34410599332563, -79.91267062 40.33845582332297)
E57650;27436@1;LINESTRING (-79.92018199999998 40.44378599337281, -79.92014566 40.44265309337226)
E26590;26004@1;LINESTRING (-79.88640500000001 40.4520329933767, -79.88981764 40.44536785337353)
N10530;11552@1;LINESTRING (-80.02696800000001 40.47181899338604, -80.02253637 40.46785457338415)
P00660;38268@1;LINESTRING (-79.9926 40.43892999337051, -79.99321322 40.4402887333711)
X20080;27585@1;LINESTRING (-80.03754699999999 40.39259599334863, -80.03374123 40.39925960335173)
W03870;27631@1;LINESTRING (-80.04150300000001 40.44498399337339, -80.04478818999999 40.4423847733721)
E09100;39463@1;LINESTRING (-79.893569 40.43196499336722, -79.88885263 40.43274619336758)
E11550;5947@1;LINESTRING (-79.96590999999998 40.46430899338247, -79.96524813000001 40.465439153383)
E38715;6006@1;LINESTRING (-79.81879099999999 40.40793199335585, -79.82620159999999 40.40881320335629)
S49380;10542@1;LINESTRING (-79.87376999999998 40.35001999332844, -79.87362316999999 40.34728258332715)
S49500;10542@1;LINESTRING (-79.88078399999999 40.3465499933268, -79.87362316999999 40.34728258332715)
W08135;21660@1;LINESTRING (-80.043363 40.4243419933636, -80.04441717 40.42336953336314)
E17700;99@1;LINESTRING (-79.885268 40.42696799336486, -79.88456355 40.42977051336617)
S70261;38779@1;LINESTRING (-79.990323 40.41443899335894, -79.98640495999999 40.41761039336045)
E17680;99@1;LINESTRING (-79.88478400000001 40.42889299336576, -79.88456355 40.42977051336617)
S31490;27494@1;LINESTRING (-79.90229000000001 40.38736499334612, -79.89987877999998 40.39618531335034)
E57490;27436@1;LINESTRING (-79.91791500000001 40.44415299337296, -79.92014566 40.44265309337226)
N45720;5719@1;LINESTRING (-79.99464199999998 40.46756099338401, -79.995092 40.47486924338745)
E34050;27800@1;LINESTRING (-79.858363 40.4545689933779, -79.85641762999998 40.45775208337943)
E70036;5898@1;LINESTRING (-79.842546 40.52178599340954, -79.84323517999999 40.53485500341576)
W22750;38588@1;LINESTRING (-80.14613100000001 40.44439099337306, -80.14149247999998 40.45755657337929)
W00300;39012@2;LINESTRING (-80.160402 40.51722099340743, -80.16250943999998 40.51678365340725)
N70012;22822@1;LINESTRING (-80.00525999999998 40.52547999341133, -80.01288325 40.53068367341378)
E30320;5978@1;LINESTRING (-79.70609799999998 40.46841899338443, -79.70709214999999 40.47252121338635)
N32820;21870@1;LINESTRING (-80.021056 40.55445499342493, -80.02242475999999 40.55661849342596)
X02040;133@1;LINESTRING (-80.06973599999999 40.37541599334046, -80.06991983 40.36172537333402)
W22740;38588@1;LINESTRING (-80.13632700000001 40.45162499337651, -80.14149247999998 40.45755657337929)
N31540;27007@1;LINESTRING (-79.935365 40.49458199339676, -79.93287728999999 40.49456817339676)
N03640;62@1;LINESTRING (-79.76079399999999 40.60012499344644, -79.76356276 40.6068972034496)
N31600;5851@1;LINESTRING (-79.93749299999999 40.49526699339708, -79.93795133 40.49105059339509)
N31420;5873@1;LINESTRING (-79.92741700000001 40.49452599339674, -79.92538327 40.49737405339808)
N31720;5882@1;LINESTRING (-79.918109 40.49400299339648, -79.92309107 40.49719039339797)
S12440;27563@1;LINESTRING (-79.997423 40.41990499336153, -79.99790912 40.41594626335964)
N20750;14576@1;LINESTRING (-79.942014 40.49675599339782, -79.94347225999999 40.4965228233977)
E70397;27428@1;LINESTRING (-79.93365099999998 40.47119799338572, -79.92993197999999 40.46960733338499)
W21450;27648@1;LINESTRING (-80.079988 40.44023799337113, -80.08217196 40.44269088337228)
E58350;27805@1;LINESTRING (-79.76986399999998 40.43875299337044, -79.76629760999998 40.43453606336844)
E04666;27468@1;LINESTRING (-79.92029699999999 40.48759099339349, -79.92386929999998 40.48792944339365)
E54600;26004@1;LINESTRING (-79.89205600000001 40.44405599337296, -79.88981764 40.44536785337353)
X18841;27553@1;LINESTRING (-80.01388399999999 40.43161199336701, -80.01650060999999 40.42762979336517)
N21020;5292@1;LINESTRING (-79.89789 40.48801199339362, -79.89655676 40.49380149339638)
E70027;25107@1;LINESTRING (-79.84311499999998 40.51895999340827, -79.85173309999998 40.50788936340302)
S00800;33699@1;LINESTRING (-79.93926 40.40094799335254, -79.94453208 40.41094643335725)
S70412;19127@1;LINESTRING (-79.885481 40.39860099335144, -79.88385413 40.39648560335046)
N35540;27541@1;LINESTRING (-80.00297999999999 40.4819659933908, -80.00021597 40.47417781338716)
W18220;27656@1;LINESTRING (-80.062116 40.42625499336448, -80.06126685999999 40.42685330336481)
E46130;26003@2;LINESTRING (-79.90353399999998 40.45002299337573, -79.90199606 40.44937432337547)
S42240;21563@2;LINESTRING (-80.011826 40.41655499335995, -80.00941661999998 40.41463144335901)
S14782;39000@1;LINESTRING (-79.84291 40.3636099933349, -79.84283985999998 40.36380838333498)
S31480;27494@1;LINESTRING (-79.90225 40.38707199334596, -79.89987877999998 40.39618531335034)
E70799;27675@1;LINESTRING (-79.865877 40.40114699335261, -79.86411447999998 40.40001695335214)
E13550;27390@1;LINESTRING (-79.97035899999999 40.44557999337364, -79.97422452000001 40.44136946337166)
E35430;5935@1;LINESTRING (-79.94352499999999 40.45883899337993, -79.94203211999998 40.45591310337855)
N24110;22873@1;LINESTRING (-79.94925600000001 40.50417399340126, -79.94888779999999 40.50394628340115)
W17093;5491@1;LINESTRING (-80.05264599999998 40.43182899336718, -80.05270059 40.43189520336719)
E45650;26006@2;LINESTRING (-79.91208899999999 40.45390099337758, -79.91103162999998 40.45530109337825)
E70885;27811@1;LINESTRING (-79.86685499999999 40.40921599335646, -79.86502660999999 40.41668531335998)
E13310;27390@1;LINESTRING (-79.97205599999999 40.44572299337371, -79.97422452000001 40.44136946337166)
E58120;27463@1;LINESTRING (-79.939801 40.42524899336404, -79.93800516 40.4249440533639)
W25240;11995@1;LINESTRING (-80.10716799999999 40.36623299333611, -80.11092781000001 40.36150587333388)
E04850;5935@1;LINESTRING (-79.936887 40.45749199337926, -79.94203211999998 40.45591310337855)
N22145;26516@1;LINESTRING (-79.865808 40.49142299339524, -79.86961252999998 40.49036259339478)
E59620;27452@1;LINESTRING (-79.87713499999998 40.4154829933594, -79.87660102 40.41409663335878)
E16470;19400@1;LINESTRING (-79.95971800000001 40.44314599337247, -79.95728803 40.44131845337165)
E70040;5947@1;LINESTRING (-79.96375199999999 40.46193899338139, -79.96524813000001 40.465439153383)
E41780;27434@1;LINESTRING (-79.93170500000001 40.45337599337733, -79.92877515000001 40.45275981337701)
E35190;5935@1;LINESTRING (-79.93927499999998 40.45650299337882, -79.94203211999998 40.45591310337855)
W24050;27663@1;LINESTRING (-80.08643599999999 40.39611899335029, -80.08627945999999 40.39541671334995)
E35020;3925@1;LINESTRING (-79.974604 40.45644099337878, -79.97634923999999 40.45634289337873)
S46150;27763@1;LINESTRING (-79.84909999999999 40.34588699332647, -79.84960968 40.34943842332816)
W10670;27625@1;LINESTRING (-80.06563 40.45291299337712, -80.06554269 40.45392546337758)
S27500;23902@1;LINESTRING (-79.88095099999998 40.40147099335277, -79.88262740999998 40.40380871335391)
W16880;12100@1;LINESTRING (-80.04936799999999 40.43814699337014, -80.05493162 40.43785322336998)
S35250;27556@1;LINESTRING (-79.98953199999998 40.41927499336121, -79.99192044999999 40.42210680336253)
N45030;5900@1;LINESTRING (-79.78654499999998 40.54103899341865, -79.79015247 40.5411635734187)
E70754;27474@1;LINESTRING (-79.89013599999998 40.46162299338118, -79.89566277999998 40.45898835337998)
E26470;5938@1;LINESTRING (-79.90494899999999 40.45622199337868, -79.90162967000001 40.45758989337931)
S70610;117@1;LINESTRING (-79.91028299999998 40.34205799332466, -79.90745649 40.33976641332362)
W21110;27603@1;LINESTRING (-80.05349699999998 40.46438799338253, -80.05358644 40.46499155338279)
E70795;1378@2;LINESTRING (-79.965335 40.45282399337705, -79.96763936000001 40.45524709337824)
E54205;19433@1;LINESTRING (-79.96757099999998 40.44004499337101, -79.96665253999998 40.43582338336904)
S48790;6121@1;LINESTRING (-79.88848999999999 40.40174999335291, -79.89153884999999 40.40520097335455)
N08230;78@1;LINESTRING (-80.21371799999999 40.56926399343194, -80.21668855 40.57128227343286)
E23430;5935@1;LINESTRING (-79.939187 40.46186299338132, -79.94203211999998 40.45591310337855)
S48470;27577@1;LINESTRING (-79.90481899999997 40.39968599335193, -79.90564736 40.3959954133502)
E26510;26004@1;LINESTRING (-79.8877 40.45229599337684, -79.88981764 40.44536785337353)
N10360;157@1;LINESTRING (-80.01600599999999 40.45832899337966, -80.01388126000001 40.45204478337673)
N20500;27678@1;LINESTRING (-80.051676 40.49576799339733, -80.04559984999999 40.49278237339591)
E55855;27387@1;LINESTRING (-79.96619599999998 40.4432219933725, -79.96418982999998 40.44887075337524)
N08710;78@1;LINESTRING (-80.21389899999998 40.5696709934321, -80.21668855 40.57128227343286)
E70813;27417@1;LINESTRING (-79.929877 40.47565299338785, -79.93280332 40.47850303338919)
E51190;27449@1;LINESTRING (-79.894707 40.42267399336279, -79.89856833 40.4203820133617)
E44620;5935@2;LINESTRING (-79.9615 40.45429499337776, -79.95828659999999 40.45880039337986)
W08490;27685@1;LINESTRING (-80.09456999999999 40.4735099933868, -80.09367872999999 40.47299088338655)
W03970;6708@2;LINESTRING (-80.052644 40.45220299337676, -80.05440273000001 40.46402606338235)
E70408;8064@1;LINESTRING (-79.881559 40.43605199336913, -79.88015930999998 40.43717754336964)
N10580;5294@1;LINESTRING (-80.039025 40.48733199339336, -80.04168799 40.48195196339081)
S00490;27557@1;LINESTRING (-79.98247299999998 40.42147699336225, -79.98085513999999 40.41769977336049)
N22210;58@1;LINESTRING (-79.90098099999999 40.48871399339401, -79.90438327 40.49424722339658)
E35090;1378@2;LINESTRING (-79.969138 40.4603429933806, -79.96763936000001 40.45524709337824)
N39750;23469@1;LINESTRING (-80.13086199999998 40.51790699340774, -80.12897800999998 40.51752074340757)
N33100;22528@1;LINESTRING (-80.00474199999999 40.5192849934084, -79.99570006 40.51141743340471)
E53040;27417@1;LINESTRING (-79.93763199999999 40.48137899339052, -79.93280332 40.47850303338919)
W07850;27683@1;LINESTRING (-80.11291800000001 40.50810199340315, -80.11572747999999 40.50853283340335)
E36170;19154@2;LINESTRING (-79.83879199999998 40.39578299335009, -79.84093556000001 40.39585474335016)
W08067;5479@2;LINESTRING (-80.06616200000001 40.39662299335051, -80.06582464999998 40.39759345335099)
W16550;5491@1;LINESTRING (-80.05043099999999 40.43410199336824, -80.05270059 40.43189520336719)
W24745;11995@1;LINESTRING (-80.108088 40.36558399333581, -80.11092781000001 40.36150587333388)
E36097;27474@1;LINESTRING (-79.89366199999999 40.47009599338519, -79.89566277999998 40.45898835337998)
E08980;5288@1;LINESTRING (-79.89527799999999 40.43432599336833, -79.89763775999998 40.43966653337085)
N45700;23841@1;LINESTRING (-79.99085999999998 40.46259099338165, -79.99373697999998 40.45015982337581)
E08690;39463@1;LINESTRING (-79.892686 40.43068099336664, -79.88885263 40.43274619336758)
E70446;5943@1;LINESTRING (-79.81948900000002 40.47216699338617, -79.81899779999999 40.48435807339196)
E46520;11301@1;LINESTRING (-79.87752900000001 40.44136999337167, -79.87732599999998 40.44122545337159)
W25210;25000@1;LINESTRING (-80.113474 40.3566279933316, -80.11289042999998 40.35714334333186)
N31470;5882@1;LINESTRING (-79.915696 40.49365499339631, -79.92309107 40.49719039339797)
N31730;5882@1;LINESTRING (-79.91598499999999 40.4936129933963, -79.92309107 40.49719039339797)
S50280;6088@1;LINESTRING (-79.89000099999998 40.29246599330113, -79.89385059999999 40.28718136329865)
W08450;27685@1;LINESTRING (-80.09161200000001 40.47174499338598, -80.09367872999999 40.47299088338655)
W24770;11996@2;LINESTRING (-80.10292999999999 40.36820599333706, -80.09948817999999 40.37247828333906)
E36040;27474@1;LINESTRING (-79.89896199999998 40.46478099338268, -79.89566277999998 40.45898835337998)
S48670;6122@1;LINESTRING (-79.88538800000001 40.39876999335151, -79.88346085999999 40.40017461335217)
E46170;491@1;LINESTRING (-79.91023899999999 40.45261499337698, -79.90969062000002 40.45221052337679)
X70030;31183@1;LINESTRING (-80.053642 40.34004599332374, -80.05895590999999 40.34441927332581)
X19920;21562@1;LINESTRING (-80.02377699999998 40.3999999933521, -80.02467036999998 40.39939268335181)
N31805;6700@1;LINESTRING (-80.026453 40.45409799337767, -80.02664195 40.45004899337577)
S04490;38779@1;LINESTRING (-79.98464799999999 40.41756199336044, -79.98640495999999 40.41761039336045)
N32930;22822@1;LINESTRING (-80.00990300000001 40.53039899341363, -80.01288325 40.53068367341378)
W00590;5664@1;LINESTRING (-80.172055 40.52036099340892, -80.16802269 40.52001657340873)
E08890;5288@1;LINESTRING (-79.89585599999999 40.43570299336896, -79.89763775999998 40.43966653337085)
S39751;27738@1;LINESTRING (-79.962761 40.3619459933341, -79.96164143999999 40.36090097333356)
E17510;38262@1;LINESTRING (-79.88430100000002 40.43019299336637, -79.8843962 40.4298115033662)
E05920;27447@1;LINESTRING (-79.92743999999999 40.42086799336199, -79.92684174 40.4253833933641)
