,node,geom_node,polygon,geom_polygon
0,5879@1,POINT (-79.86152302000001 40.62539823),,
1,5970@1,POINT (-79.79640913999999 40.44504722),,
2,5957@1,POINT (-79.82097619 40.48762446),,
3,120@1,POINT (-79.70385879 40.44354849),,
4,26732@1,POINT (-80.11427254 40.38989858),,
5,27598@1,POINT (-80.03451208 40.43825570000001),West End,"POLYGON ((-80.0286907018545 40.4445375396231, -80.02844782947859 40.4443699372812, -80.0282074762863 40.4442652630902, -80.02820616704631 40.444264693414, -80.02805599457631 40.4441813290052, -80.027879782125 40.4440452758098, -80.0276057078557 40.4438715076056, -80.02748904961 40.4437827631118, -80.0276639474302 40.4437266529873, -80.0278832147099 40.4436551655459, -80.0279572974099 40.443631012819, -80.02814994297989 40.4435674305871, -80.0281602972052 40.4435640130039, -80.0287942983084 40.4433450123148, -80.0290732974392 40.4432680123145, -80.02914629233641 40.4431780100787, -80.02915268107979 40.4431737571127, -80.0291642980818 40.4431660127949, -80.0291711437152 40.4431619859485, -80.02918129828601 40.4431560127879, -80.0292982168727 40.4430633892211, -80.02941229859481 40.4429730124428, -80.0294772977424 40.4428960125455, -80.0295672985704 40.4427910126268, -80.0297412979847 40.4425860128768, -80.029781033115 40.4425394936275, -80.0298232987351 40.4424900127718, -80.0301708645087 40.4421002888477, -80.03019429806611 40.4420740124267, -80.030202236107 40.4420674252581, -80.0302882986887 40.4419960127534, -80.0304962978076 40.4418260124069, -80.0307497632657 40.4415646264196, -80.030752298414 40.4415620124569, -80.0318173006239 40.4404930132732, -80.0318177575945 40.4404925447967, -80.0318452982507 40.4404640121655, -80.0319184091321 40.4403916135791, -80.0322562985815 40.4400570118659, -80.03231265404629 40.4399934384084, -80.0324592993334 40.4398280117344, -80.0326232989141 40.4395610118733, -80.0327662983712 40.4392760115261, -80.0328201695728 40.4390756778683, -80.0328302989337 40.4390380115882, -80.03287729880751 40.4388080113244, -80.0328962159695 40.4385714055688, -80.03294629840811 40.4379450116796, -80.03294795707291 40.4379244476453, -80.0329662985887 40.4376970116458, -80.033004298199 40.4372230111353, -80.03300414597351 40.4372071548875, -80.03300033373679 40.4368087064937, -80.0330002982795 40.4368050108451, -80.0329738043521 40.4366767981069, -80.0329442989262 40.4365340108131, -80.0329082991294 40.4364220108877, -80.03284907525391 40.436270469387, -80.0328062986998 40.4361610113925, -80.0327181912125 40.4360254132281, -80.032665298087 40.435944011442, -80.032485298407 40.4357090107691, -80.032228298082 40.4354670110061, -80.03209629875739 40.4353670112925, -80.03203866012019 40.43532328446, -80.0320382983319 40.4353230105277, -80.0317592986967 40.4351510109168, -80.0316686028512 40.4350976386269, -80.03151629863829 40.4350080111683, -80.0304442974809 40.4343970111757, -80.0302622978283 40.4342930107268, -80.0300274548905 40.4341588153226, -80.0297162976148 40.4339810104433, -80.02953429750789 40.4338780106824, -80.0292262968546 40.4337470109934, -80.0286233467028 40.4334089078186, -80.02858429772 40.4333870106226, -80.0285052965631 40.4333240108393, -80.02834029649161 40.433192010446, -80.028143936444 40.4329947830921, -80.0281185872805 40.4329693210799, -80.0281143108103 40.432965015366, -80.0281138593966 40.4329644954446, -80.027876675486 40.4326844682816, -80.0278763027241 40.4326840080691, -80.0278756253592 40.4326831160299, -80.0276786491788 40.4324204784399, -80.0276782927013 40.4324200115997, -80.0276777049112 40.4324192583322, -80.02757529699819 40.432289010365, -80.0274612962763 40.4321580106512, -80.0271668438389 40.4317857013771, -80.0271662970663 40.431785010361, -80.0271656262598 40.4317843470143, -80.02669129631251 40.4313150108765, -80.0266182961507 40.4312530105205, -80.02629929599399 40.4310180106809, -80.0262993480689 40.4310179817273, -80.0262299885909 40.4309677768141, -80.0261254821993 40.430892349295, -80.026180622065 40.4308625174895, -80.0262472357832 40.4308266236568, -80.02628737136681 40.4308047233253, -80.0263438200685 40.430773749452, -80.0264152641481 40.4307345856208, -80.0264875896888 40.4306948890679, -80.0265700441436 40.430649244321, -80.0266639115535 40.4305957368924, -80.0267802544937 40.4305294308056, -80.0269103327078 40.4304575332714, -80.0270140092989 40.4304018583918, -80.02710533621629 40.4303529492434, -80.0271322454209 40.4303384317029, -80.0272012445449 40.4302933949102, -80.0272596964991 40.4302552586604, -80.02729397298209 40.4302327869682, -80.02733264841051 40.4302075691362, -80.02752858800351 40.430077566249, -80.0277687185753 40.4299202651478, -80.0277918177534 40.4299051342792, -80.0278537817824 40.4298646113876, -80.0279097650773 40.4298997197983, -80.02795015113171 40.4299251808725, -80.0279753975301 40.4299412450602, -80.0280189894052 40.4299685311685, -80.02809104798131 40.430014134116, -80.02810894172261 40.4300252793504, -80.0281266230423 40.4300364179599, -80.0281543754982 40.4300539020472, -80.02821679209519 40.4300932599842, -80.0282723210956 40.4301282051134, -80.02827783198499 40.4301317855873, -80.02833335816049 40.4301666451594, -80.0283870570638 40.430200596607, -80.0284577318954 40.4302451113198, -80.0284958248328 40.4302691597919, -80.0285559441373 40.4303070169301, -80.02859862138629 40.4303338064569, -80.0287092313673 40.4304037051713, -80.0287647608781 40.4304386500621, -80.0288202887359 40.4304735093752, -80.02883635829519 40.4304838328331, -80.02888395136461 40.4305137838179, -80.0288918879377 40.4305187776623, -80.0289474147489 40.4305536369371, -80.0290033846787 40.4305883153759, -80.02902266301059 40.4306005493648, -80.02907863012879 40.4306351422394, -80.0291341513235 40.4306698294685, -80.02919012147601 40.4307045087164, -80.02924563989571 40.4307391103642, -80.02930161013261 40.4307737886574, -80.02935713158629 40.4308084766789, -80.02941265424489 40.43084316375, -80.02946862176429 40.4308777564343, -80.0295103788153 40.4309038773127, -80.0295663464352 40.4309384699493, -80.0296039767773 40.4309620974715, -80.02965994738329 40.4309967755899, -80.0297154662844 40.4310313770101, -80.029771437005 40.4310660550742, -80.0298269589407 40.4311007428682, -80.02988247801299 40.4311353442077, -80.0299384489057 40.4311700221902, -80.0299889215575 40.4312014627409, -80.03004994608879 40.4312394733358, -80.0301054682799 40.4312741600948, -80.030160993449 40.4313089332546, -80.03018255712669 40.431322322842, -80.03023808237511 40.4313570959645, -80.03029360765041 40.4313918681598, -80.0303491330133 40.4314266412286, -80.0304046584333 40.4314614142705, -80.03046018388019 40.4314961863852, -80.0305161582905 40.4315309505135, -80.0305716809611 40.4315656370468, -80.03061206441279 40.4315909261055, -80.03066758718199 40.4316256125924, -80.03072311292991 40.4316603854801, -80.03076165924141 40.4316845098665, -80.0308171850558 40.4317192818084, -80.030872708036 40.4317539681959, -80.0309286828726 40.431788732123, -80.03098420888929 40.4318235048843, -80.0310397349327 40.4318582767184, -80.0310952610639 40.431893049426, -80.0311507872218 40.4319278212064, -80.0312063146455 40.4319625938369, -80.031262289827 40.4319973576012, -80.0313100170553 40.4320273067746, -80.031388940827 40.432076547817, -80.03147748255449 40.4321312618866, -80.0315330004286 40.4321657768997, -80.0315889672395 40.432200283022, -80.031644937 40.4322348746445, -80.0317009039254 40.4322693807122, -80.0317908229965 40.4323249258986, -80.0318673319365 40.4323691513143, -80.031891152329 40.4323828401658, -80.0319484197104 40.4324159465778, -80.03199447407999 40.432442289823, -80.03214429877291 40.4325400105083, -80.0326112983546 40.4327880104525, -80.0326612974591 40.4328121061679, -80.0327106197614 40.4328389512359, -80.03276919108571 40.4328707450225, -80.0328277624651 40.4329025387792, -80.03288633679369 40.4329344180335, -80.0329316410925 40.4329590946762, -80.03300898080499 40.4330012435115, -80.03305377827159 40.4330242139268, -80.0331127610561 40.4330548832119, -80.0331726504097 40.4330857931093, -80.0332320851129 40.4331165398908, -80.0332915198702 40.4331472866415, -80.03335140356791 40.4331780244908, -80.0334108384338 40.4332087711798, -80.0334702762791 40.4332396042658, -80.03352971125329 40.4332703508934, -80.0335585106466 40.4332851409966, -80.03361794980481 40.433315973983, -80.0336773849136 40.4333467205342, -80.0337368200765 40.4333774670547, -80.0338008254493 40.4334105258872, -80.03385613945289 40.433438951131, -80.0339420950951 40.4334835038023, -80.0340353230705 40.4335305729848, -80.0340951929084 40.4335608810095, -80.0341217045803 40.433574429729, -80.0341829427023 40.4336053124557, -80.0342421751028 40.4336300564975, -80.0343055026932 40.4336563492592, -80.03436428047171 40.4336809301579, -80.0344276081575 40.4337072228524, -80.03449914077579 40.4337370433365, -80.03456219562671 40.4337552756831, -80.034629336984 40.4337748001521, -80.0346964754533 40.4337942381544, -80.0347391212588 40.4338066956497, -80.0348529846067 40.4338396265865, -80.0349121987454 40.4338505546001, -80.03498181291449 40.4338635084229, -80.0350518730737 40.4338763668988, -80.0350830643719 40.4338821860106, -80.0351531274972 40.4338951308526, -80.035222738831 40.4339079981026, -80.0352778840395 40.4339181487572, -80.03537788758069 40.4339264680088, -80.03544951108231 40.4339324314406, -80.0354688801861 40.4339340212758, -80.03554005191531 40.4339399080032, -80.0356116754149 40.4339458704342, -80.03567383738211 40.4339509911683, -80.0357389904913 40.4339515896863, -80.035810882794 40.4339522269183, -80.0358728908006 40.4339528028959, -80.0359879213884 40.4339538730652, -80.0360596625999 40.4339500510206, -80.036131406732 40.4339463153589, -80.0362031508256 40.4339425787525, -80.0362748949113 40.4339388421015, -80.03638295848179 40.4339331858455, -80.03644115444899 40.4339273145006, -80.0365123304651 40.4339200709644, -80.0365839594337 40.433912904005, -80.0365911213332 40.4339121613806, -80.0366708029881 40.4339040629447, -80.0367408632053 40.4338904062856, -80.036810477372 40.4338768430952, -80.0368800886118 40.4338631943356, -80.03694970275301 40.4338496319615, -80.03703582985059 40.433832910298, -80.0370479463016 40.4338297128471, -80.0371444619429 40.4338042450298, -80.0372125809979 40.4337863346602, -80.03725754967491 40.4337745473231, -80.037324773821 40.4337567410866, -80.0374309274183 40.4337212589176, -80.03749665943781 40.4336991920753, -80.03756416950959 40.4336765746831, -80.0376125808352 40.4336603416178, -80.037713239916 40.4336217941262, -80.0377646811508 40.433602154195, -80.0378001618633 40.433588751818, -80.0378631130491 40.4335641650755, -80.03784230093611 40.4336168468701, -80.037844300396 40.4336160099912, -80.0377558699805 40.4338427296402, -80.0377503001606 40.433857010036, -80.03767630047339 40.4340320102102, -80.0376678466174 40.4340524386258, -80.0376403004073 40.4341190103058, -80.0376331413737 40.4341285303192, -80.0375522109095 40.4342361413305, -80.0375493003186 40.4342400106232, -80.0373503000809 40.4344380102047, -80.03734528846471 40.4344415652315, -80.0372123825323 40.4345358239487, -80.0372092993089 40.4345380101816, -80.0371833027036 40.4345497003234, -80.0370603000282 40.4346050110092, -80.03692473936979 40.4346374613618, -80.0368012993429 40.4346670104415, -80.0366992231825 40.4346807151473, -80.0365853001372 40.4346960109447, -80.0365336496906 40.4347033897392, -80.0365013002418 40.434708010926, -80.03634825225851 40.4347071673847, -80.03613874464681 40.4347063605602, -80.0361773528668 40.434758713182, -80.036202773056 40.4347930485612, -80.03621512866781 40.4347997553652, -80.03634202866409 40.4348329413419, -80.0364784237929 40.4348546979773, -80.03661751779011 40.4348632723653, -80.036896619622 40.4348411876836, -80.03693604405289 40.4348380903028, -80.0368964742553 40.4349296607291, -80.036851876735 40.4350451853279, -80.0367245031325 40.4352896042977, -80.036684529022 40.4354004292609, -80.0366842996511 40.4354020103586, -80.03674085602449 40.4354145495037, -80.03745333083251 40.4355725037978, -80.0375323003353 40.4355900105086, -80.0376648906016 40.4356242553792, -80.0378342998398 40.4356680106248, -80.0381322998318 40.4357540106978, -80.03822137323979 40.4357825870092, -80.0384253005963 40.4358480107395, -80.03850065550181 40.4358765603367, -80.0387719299264 40.4359770798391, -80.038813411511 40.4359948786907, -80.03909613272479 40.4361190236024, -80.0390815391508 40.4361390485288, -80.03902492263551 40.4362179998909, -80.0389691531683 40.4362954758995, -80.03893184398849 40.4363477008865, -80.0388837979517 40.4364144690154, -80.03884474536321 40.4364682726322, -80.03882732328761 40.4364933057475, -80.0387912140738 40.4364778310854, -80.0387610711239 40.436464695866, -80.0386284264666 40.4364147687806, -80.0386283002719 40.436415010917, -80.03833548259929 40.4363047655574, -80.038211300744 40.4362580109108, -80.038097275059 40.4362153901097, -80.0380053008341 40.4361810108391, -80.0376793002636 40.43606401108, -80.0374802997846 40.4360010109958, -80.03714130016709 40.4359120109141, -80.0369382997074 40.4358670105041, -80.0365042998851 40.4357710105042, -80.0364052938497 40.4357491068269, -80.03639130014879 40.4357460107905, -80.03628047417411 40.4357300092934, -80.0362042992694 40.435719013028, -80.0360972998464 40.4357320109814, -80.0360798771204 40.435737738503, -80.03602429981311 40.435756010832, -80.0359508391859 40.4358029194781, -80.03594129985559 40.4358090108313, -80.0359236565867 40.4358204786603, -80.03590129969049 40.435835010872, -80.03587129979771 40.4358690111678, -80.03583229927079 40.4359640113123, -80.03578129983789 40.4361500107872, -80.0357362995244 40.4363420113043, -80.0357285894475 40.4363810426356, -80.03572029974011 40.436423010622, -80.0356979296803 40.4365444480766, -80.0356852990442 40.4366130115187, -80.03568029967801 40.4367350107502, -80.0356812990793 40.4370090111093, -80.0356808886508 40.4370393179618, -80.03567629940549 40.4373780109545, -80.0356632996874 40.4375130115062, -80.03564929921301 40.4376810116263, -80.0356350469616 40.4377275416234, -80.035615299745 40.4377920116222, -80.0356099206261 40.4378054358759, -80.03550229960879 40.4380740117372, -80.03549730017779 40.4380860113747, -80.0354813453913 40.4381224895584, -80.03530494896491 40.4385258003814, -80.0352842993895 40.4385730117882, -80.0352702993377 40.43860601168, -80.0352292992053 40.4387190112108, -80.03522807937441 40.4387298856496, -80.0351645782675 40.4392959541837, -80.03515929948129 40.4393430120371, -80.03516029984679 40.4396000115333, -80.0351962993816 40.4396930119507, -80.0351976358702 40.4396952917978, -80.0353760911083 40.4399998307631, -80.0353802996414 40.4400070114023, -80.0354503001406 40.440118012033, -80.0355363003542 40.4402540120709, -80.03557258341429 40.4403068072784, -80.0357032996895 40.4404970121553, -80.0357142561863 40.4405856555749, -80.0357143000803 40.4405860114589, -80.0357693004553 40.4405930117284, -80.035812225391 40.4405985760805, -80.0358232997872 40.4406000119539, -80.0359343004931 40.4406100115522, -80.03599030022269 40.440615011793, -80.0364645471923 40.4406586924225, -80.0365223005345 40.4406640117591, -80.03710793088101 40.4407178856255, -80.0371093005524 40.4407180116683, -80.0370724386607 40.4410918897937, -80.0370533001453 40.4412860121245, -80.0370012624645 40.4412852465336, -80.0369172998066 40.4412840118361, -80.036550299767 40.4412870121248, -80.0365299460564 40.4412932066804, -80.0363203003031 40.4413570116107, -80.03622703699109 40.4413868176907, -80.0362232996053 40.4413880123381, -80.0362161762868 40.4413906126947, -80.0360232999201 40.4414610122454, -80.0359063001129 40.4415030117964, -80.0355583004177 40.441630011638, -80.0354521067957 40.441669718637, -80.0354432995276 40.4416730116996, -80.0354912998027 40.4417530117815, -80.0356362994048 40.4419950119536, -80.0356662995741 40.4420450125228, -80.0356732994189 40.4420810123443, -80.0356573000375 40.4421070122489, -80.0355967173238 40.4421392578434, -80.0355952996277 40.4421400119999, -80.0353092999971 40.4422760125173, -80.03529830036 40.4422820119512, -80.0350062996078 40.4424050125232, -80.0347730064087 40.4424946169218, -80.0347173002379 40.4425160126123, -80.03471439883251 40.4425169654588, -80.03439494581581 40.4426219290567, -80.0343672997186 40.4426310123814, -80.03425071816849 40.4426655344524, -80.034161299028 40.442692012412, -80.03413329985371 40.4427010125694, -80.033741299231 40.4428430122652, -80.03371229968771 40.4428530122543, -80.03362629939571 40.4428840122546, -80.0335982993854 40.4428950122683, -80.03351129907681 40.4429260121224, -80.0334151476234 40.4429606413312, -80.03324122629979 40.4430227661475, -80.03295559335039 40.4425741317725, -80.0327376985807 40.442653519821, -80.03240931342179 40.4427735324662, -80.03237951506431 40.4427849848117, -80.0323522991376 40.4427950122912, -80.0320872985521 40.4428970119966, -80.0320587095722 40.4429098493635, -80.0317883205322 40.4430312626062, -80.031675298652 40.4430820124196, -80.03102329866211 40.443400012727, -80.0309969975166 40.4434133938442, -80.0309662983325 40.443429012183, -80.0306707525239 40.4435685487326, -80.0306612981117 40.4435730127335, -80.0305832988831 40.4436090128011, -80.030481298811 40.4436550124287, -80.03017929790759 40.4437950128923, -80.0300782980173 40.4438420131227, -80.030030298215 40.443863013012, -80.02988629821721 40.4439300125083, -80.0298655688125 40.4439397150211, -80.0298392978202 40.4439520124034, -80.02974529854269 40.4439950130202, -80.0295886195543 40.4440499002773, -80.029431298208 40.444105012596, -80.0292162976977 40.4442560131083, -80.02916389322461 40.444288007439, -80.0291212986062 40.4443140128704, -80.0290262982777 40.4443660126665, -80.02901929708619 40.4443696272597, -80.0287920307329 40.4444869558396, -80.02878029751641 40.4444930132412, -80.0287801215498 40.4444929004966, -80.0286907018545 40.4445375396231))"
6,3688@1,POINT (-80.27973494 40.51056686),,
7,6029@1,POINT (-79.81955655 40.36913222),,
