,STOP_ID,geom_from_node,sensor_ID,geom_to_node,geometry
1768,S29245,POINT (-8888204.443527725 4111449.050187653),102@2,POINT (-8887993.103474453 4111005.016452732),"LINESTRING (-79.84409900000001 40.37175299333875, -79.8422005 40.36651182333624)"
1769,S11450,POINT (-8904504.288647637 4115248.806443576),38779@1,POINT (-8904045.870531771 4115332.654637319),"LINESTRING (-79.99052299999998 40.41661999335998, -79.98640495999999 40.41761039336045)"
1770,E54550,POINT (-8893575.720277989 4117501.804104408),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.89234999999999 40.4432369933725, -79.88981764 40.44536785337353)"
1771,E16070,POINT (-8895366.962204345 4118175.492889852),5937@1,POINT (-8895313.467623044 4118223.138947227),"LINESTRING (-79.908441 40.45119799337632, -79.90796044999999 40.45176106337654)"
1772,E33100,POINT (-8893243.654236954 4117267.208940693),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.88936699999999 40.44046499337122, -79.88981764 40.44536785337353)"
1773,E34740,POINT (-8894009.421014119 4119666.789590205),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.89624599999998 40.46882399338462, -79.89566277999998 40.45898835337998)"
1774,S00600,POINT (-8902127.283560727 4116010.28699017),27559@1,POINT (-8901868.889871895 4115776.715712347),"LINESTRING (-79.96916999999998 40.42561499336421, -79.96684881 40.42285580336293)"
1775,E26500,POINT (-8893025.356715508 4118275.172863531),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.88740599999998 40.45237599337686, -79.88981764 40.44536785337353)"
1776,E05970,POINT (-8897490.604130208 4115778.678834271),27447@1,POINT (-8897415.323211364 4115990.681922236),"LINESTRING (-79.92751799999999 40.42287899336296, -79.92684174 40.4253833933641)"
1777,E32226,POINT (-8896990.445658073 4114840.215368361),27496@1,POINT (-8896961.432459187 4115010.660449591),"LINESTRING (-79.923025 40.41179399335768, -79.92276436999998 40.41380713335864)"
1778,E26400,POINT (-8893420.763546806 4118344.981668057),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.890958 40.45320099337726, -79.88981764 40.44536785337353)"
1779,N14590,POINT (-8906894.874712422 4119800.281876869),27377@1,POINT (-8906686.018196993 4119392.485396595),"LINESTRING (-80.01199799999999 40.47040199338535, -80.01012181 40.4655815833831)"
1780,N22030,POINT (-8895257.089866931 4121520.347176122),58@1,POINT (-8894915.257766968 4121817.113957933),"LINESTRING (-79.90745399999999 40.49073799339494, -79.90438327 40.49424722339658)"
1781,E70367,POINT (-8892562.712911772 4118541.880258831),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.88325 40.45552799337835, -79.88981764 40.44536785337353)"
1782,E19220,POINT (-8904830.900033625 4117053.424535431),21564@1,POINT (-8904937.306995291 4116918.771847641),"LINESTRING (-79.99345699999999 40.43793899337, -79.99441287000001 40.4363480333693)"
1783,S48840,POINT (-8893110.627445456 4113973.154929785),6121@1,POINT (-8893485.423473032 4114281.973732522),"LINESTRING (-79.888172 40.40155399335281, -79.89153884999999 40.40520097335455)"
1784,S70468,POINT (-8905280.296817956 4115666.088186451),27563@1,POINT (-8905326.507764976 4115191.767134899),"LINESTRING (-79.99749399999999 40.42154899336229, -79.99790912 40.41594626335964)"
1785,N17290,POINT (-8904959.919323456 4118467.758500287),23841@1,POINT (-8904862.067264656 4118087.643621481),"LINESTRING (-79.99461600000001 40.45465199337792, -79.99373697999998 40.45015982337581)"
1786,E51520,POINT (-8896697.898036268 4117545.049142965),27436@1,POINT (-8896669.918995453 4117452.389269849),"LINESTRING (-79.92039699999998 40.44374799337277, -79.92014566 40.44265309337226)"
1787,E70772,POINT (-8893219.052629488 4115540.796769232),3134@1,POINT (-8893025.217566144 4115287.340867349),"LINESTRING (-79.88914599999998 40.42006899336159, -79.88740474999999 40.41707515336021)"
1788,E57640,POINT (-8896747.435209673 4117562.397844377),27436@1,POINT (-8896669.918995453 4117452.389269849),"LINESTRING (-79.92084200000001 40.44395299337285, -79.92014566 40.44265309337226)"
1789,E46810,POINT (-8886570.941319823 4114267.241836316),6016@1,POINT (-8886857.071372984 4114092.254728947),"LINESTRING (-79.829425 40.40502699335452, -79.83199535 40.40296047335349)"
1790,E35000,POINT (-8902763.251811631 4118613.29347338),3925@1,POINT (-8902926.472901812 4118610.831255207),"LINESTRING (-79.97488299999999 40.45637199337876, -79.97634923999999 40.45634289337873)"
1791,E13790,POINT (-8902656.051141996 4117669.450873876),27390@1,POINT (-8902689.950153334 4117343.755545761),"LINESTRING (-79.97391999999999 40.44521799337345, -79.97422452000001 40.44136946337166)"
1792,E04830,POINT (-8899136.017523624 4118576.571622642),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.94229900000001 40.45593799337853, -79.94203211999998 40.45591310337855)"
1793,S70596,POINT (-8888100.359803831 4109662.853998071),8130@1,POINT (-8888127.595230449 4109938.411111334),"LINESTRING (-79.84316399999999 40.35067199332874, -79.84340865999999 40.35392374333028)"
1794,N71305,POINT (-8905993.186836997 4117857.148552198),27680@1,POINT (-8906098.40713289 4117918.695645886),"LINESTRING (-80.00389799999999 40.44743599337448, -80.00484320999999 40.44816330337484)"
1795,E04810,POINT (-8900321.904059043 4118402.689642747),1378@1,POINT (-8900584.223986318 4118680.317017915),"LINESTRING (-79.952952 40.45388299337758, -79.95530846 40.45716412337908)"
1796,E45604,POINT (-8901123.960990209 4119318.493846107),27470@1,POINT (-8901191.019851463 4119553.100454503),"LINESTRING (-79.960157 40.4647069933827, -79.96075939999999 40.46748011338398)"
1797,W00820,POINT (-8912339.733646102 4118529.695925504),27625@1,POINT (-8912855.442337908 4118406.283256643),"LINESTRING (-80.06090999999998 40.45538399337829, -80.06554269 40.45392546337758)"
1798,TP7061,POINT (-8911598.902434874 4108741.876769252),31183@1,POINT (-8912122.205342339 4109132.954407987),"LINESTRING (-80.05425499999998 40.33980499332358, -80.05895590999999 40.34441927332581)"
1799,E58440,POINT (-8889837.834416132 4117655.149042434),38264@1,POINT (-8889691.576189961 4117393.11206814),"LINESTRING (-79.85877199999999 40.44504899337342, -79.85745814000001 40.44195266337195)"
1800,E70265,POINT (-8892579.856113354 4118530.118993065),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.883404 40.45538899337829, -79.88981764 40.44536785337353)"
1801,E20380,POINT (-8893544.105542606 4118611.685839639),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.892066 40.45635299337872, -79.89566277999998 40.45898835337998)"
1802,E70810,POINT (-8897191.711297426 4119856.452613079),27479@1,POINT (-8896659.945882272 4119915.899098048),"LINESTRING (-79.92483299999998 40.47106599338566, -79.92005607 40.47176872338601)"
1803,N20040,POINT (-8911389.621792182 4122300.618699639),27678@1,POINT (-8910635.415544135 4121693.237124274),"LINESTRING (-80.05237499999998 40.49996499339929, -80.04559984999999 40.49278237339591)"
1804,E11190,POINT (-8896757.231324863 4120277.884881569),27479@1,POINT (-8896659.945882272 4119915.899098048),"LINESTRING (-79.92093 40.47604799338805, -79.92005607 40.47176872338601)"
1805,E51530,POINT (-8896726.952423364 4117563.074865818),27436@1,POINT (-8896669.918995453 4117452.389269849),"LINESTRING (-79.92065799999999 40.44396099337289, -79.92014566 40.44265309337226)"
1806,X20020,POINT (-8907666.318783622 4114309.410286303),27582@1,POINT (-8907440.590686167 4113970.440928372),"LINESTRING (-80.018928 40.4055249933547, -80.01690025000001 40.40152194335284)"
1807,E20455,POINT (-8894152.689198771 4118714.065831807),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.897533 40.45756299337933, -79.89566277999998 40.45898835337998)"
1808,E25346,POINT (-8898863.173451688 4116050.157195344),27463@1,POINT (-8898658.029441277 4115953.491365948),"LINESTRING (-79.93984799999998 40.4260859933644, -79.93800516 40.4249440533639)"
1809,E10080,POINT (-8889321.979895798 4114831.409938555),19155@1,POINT (-8889288.258995647 4114838.025018948),"LINESTRING (-79.85413800000001 40.41168999335763, -79.85383508 40.41176812335767)"
1810,E23500,POINT (-8898493.370103274 4119059.436843987),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.93652599999999 40.46164499338121, -79.94203211999998 40.45591310337855)"
1811,X70057,POINT (-8907583.38576298 4117044.283933285),27593@1,POINT (-8908111.523275929 4117250.089552821),"LINESTRING (-80.01818300000001 40.43783099336999, -80.02292733999998 40.44026271337112)"
1812,E70447,POINT (-8885439.267376419 4120930.189818897),5943@1,POINT (-8885410.190725423 4120980.774202313),"LINESTRING (-79.819259 40.48375999339165, -79.81899779999999 40.48435807339196)"
1813,S24300,POINT (-8901859.894143844 4108932.999816771),6071@2,POINT (-8901901.302768029 4108954.339098729),"LINESTRING (-79.96676799999999 40.34205999332465, -79.96713998 40.34231177332479)"
1814,E54150,POINT (-8901421.406669609 4117379.853045143),5989@1,POINT (-8901561.269591035 4116923.07902855),"LINESTRING (-79.962829 40.44179599337185, -79.96408540999998 40.4363989233693)"
1815,E70236,POINT (-8895627.895090764 4118563.879684448),26006@2,POINT (-8895655.349816777 4118522.681460841),"LINESTRING (-79.910785 40.45578799337848, -79.91103162999998 40.45530109337825)"
1816,S47550,POINT (-8904684.514903232 4115672.437341436),27556@1,POINT (-8904659.852070047 4115713.30964819),"LINESTRING (-79.992142 40.42162399336232, -79.99192044999999 40.42210680336253)"
1817,E35290,POINT (-8899402.2937456 4118875.670224534),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.94469099999999 40.45947299338018, -79.94203211999998 40.45591310337855)"
1818,N05990,POINT (-8906540.767412212 4118249.956869741),27681@1,POINT (-8906623.266286835 4117924.680143594),"LINESTRING (-80.00881700000001 40.4520779933767, -80.00955809999998 40.44823402337491)"
1819,E57590,POINT (-8897335.536079532 4117562.143961319),27424@1,POINT (-8897464.085601112 4117741.713509421),"LINESTRING (-79.92612499999998 40.44394999337287, -79.92727978000001 40.44607190337387)"
1820,E45970,POINT (-8890608.165292423 4117532.185681948),10463@2,POINT (-8890137.730237525 4117166.607690231),"LINESTRING (-79.865692 40.4435959933727, -79.86146601 40.43927631337067)"
1821,S17655,POINT (-8905617.59487506 4115243.049455163),27563@1,POINT (-8905326.507764976 4115191.767134899),"LINESTRING (-80.00052399999998 40.41655199335993, -79.99790912 40.41594626335964)"
1822,E17610,POINT (-8892713.328182815 4116507.671403341),38262@1,POINT (-8892690.30731212 4116365.512368045),"LINESTRING (-79.884603 40.43149099336698, -79.8843962 40.4298115033662)"
1823,N41760,POINT (-8908475.054884234 4118423.081912344),6700@1,POINT (-8908525.031769626 4118078.265180231),"LINESTRING (-80.02619300000001 40.45412399337766, -80.02664195 40.45004899337577)"
1824,N33660,POINT (-8931077.030336428 4129845.028005209),27847@1,POINT (-8930099.500491926 4128986.860734725),"LINESTRING (-80.22923 40.58924499344131, -80.22044870000001 40.57908359343656)"
1825,E54430,POINT (-8896412.363542384 4116415.494301752),27382@1,POINT (-8896261.614687951 4116783.712294741),"LINESTRING (-79.91783199999999 40.43040199336647, -79.91647779999998 40.43475230336852)"
1826,E52445,POINT (-8893135.785650374 4117466.852398408),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.888398 40.44282399337233, -79.88981764 40.44536785337353)"
1827,E35820,POINT (-8893631.157384405 4119801.297015506),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.892848 40.47041399338535, -79.89566277999998 40.45898835337998)"
1828,W24710,POINT (-8916961.162306387 4111199.129349436),11996@2,POINT (-8916634.236999435 4111510.494329704),"LINESTRING (-80.102425 40.36880299333735, -80.09948817999999 40.37247828333906)"
1829,S23640,POINT (-8903599.706465451 4111369.500282462),27568@1,POINT (-8903645.901827741 4112518.134831966),"LINESTRING (-79.98239699999999 40.37081399333827, -79.98281197999999 40.3843736233447)"
1830,N33500,POINT (-8931199.481776303 4130153.252474913),27847@1,POINT (-8930099.500491926 4128986.860734725),"LINESTRING (-80.23033000000002 40.59289499344305, -80.22044870000001 40.57908359343656)"
1831,E36145,POINT (-8884651.236701094 4112244.658633284),5305@1,POINT (-8884168.17356316 4112392.380564892),"LINESTRING (-79.81218 40.3811449933432, -79.80784057 40.38288896334402)"
1832,N12950,POINT (-8913471.073631035 4122523.171638663),12183@1,POINT (-8913140.07403072 4122002.920411134),"LINESTRING (-80.07107299999998 40.50259699340053, -80.06809957999998 40.49644445339766)"
1833,N31530,POINT (-8898250.582293853 4121854.133997235),27007@1,POINT (-8898087.197564021 4121844.255132058),"LINESTRING (-79.93434499999999 40.49468499339682, -79.93287728999999 40.49456817339676)"
1834,N31590,POINT (-8898683.94907151 4121935.061916236),5851@1,POINT (-8898652.037113087 4121546.783594176),"LINESTRING (-79.93823799999998 40.49564199339729, -79.93795133 40.49105059339509)"
1835,N71234,POINT (-8903827.132185144 4119073.481381852),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.98444000000001 40.46181099338131, -79.98164869 40.46947237338492)"
1836,W23196,POINT (-8913753.936457142 4112764.472846876),5487@1,POINT (-8914529.059637511 4113001.197744926),"LINESTRING (-80.07361399999999 40.3872819933461, -80.08057705 40.39007698334738)"
1837,E56380,POINT (-8895404.47687274 4119768.304918355),27476@1,POINT (-8895227.987612454 4119074.175993348),"LINESTRING (-79.90877799999998 40.47002399338521, -79.90719257000001 40.46181920338129)"
1838,E52580,POINT (-8900616.12147321 4120457.800521875),27426@1,POINT (-8900593.509145046 4119708.539677015),"LINESTRING (-79.95559499999999 40.47817499338899, -79.95539186999999 40.46931751338487)"
1839,S31240,POINT (-8895326.330590203 4112003.751245776),27493@1,POINT (-8895352.182315551 4111996.247717789),"LINESTRING (-79.90807599999998 40.37830099334187, -79.90830822999999 40.37821241334181)"
1840,E17230,POINT (-8887248.431740791 4113898.974589326),6016@2,POINT (-8886870.489824403 4114094.609636715),"LINESTRING (-79.835511 40.40067799335247, -79.83211588999998 40.40298828335352)"
1841,N14980,POINT (-8904755.64805785 4118342.527797115),23841@1,POINT (-8904862.067264656 4118087.643621481),"LINESTRING (-79.99278100000001 40.45317199337725, -79.99373697999998 40.45015982337581)"
1842,W03290,POINT (-8912045.516231937 4118425.112673843),27625@1,POINT (-8912855.442337908 4118406.283256643),"LINESTRING (-80.058267 40.45414799337772, -80.06554269 40.45392546337758)"
1843,N32790,POINT (-8906173.858370556 4124181.309251296),22822@1,POINT (-8906993.420291649 4124897.550022004),"LINESTRING (-80.005521 40.52220999340981, -80.01288325 40.53068367341378)"
1844,E23420,POINT (-8898741.167289779 4119097.086281174),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.93875199999999 40.46208999338146, -79.94203211999998 40.45591310337855)"
1845,E35920,POINT (-8894654.517463267 4119251.742516849),5938@1,POINT (-8894608.728417121 4118716.341862245),"LINESTRING (-79.902041 40.4639179933823, -79.90162967000001 40.45758989337931)"
1846,E38060,POINT (-8887865.141719786 4113666.6891351),19154@2,POINT (-8887852.29099777 4113490.521123661),"LINESTRING (-79.84105100000001 40.39793499335108, -79.84093556000001 40.39585474335016)"
1847,N12830,POINT (-8908193.082614053 4118817.120883276),27523@1,POINT (-8907988.728972025 4119200.576973485),"LINESTRING (-80.02365999999998 40.45878099337992, -80.02182426 40.46331322338202)"
1848,E20370,POINT (-8893512.045529256 4118617.777923022),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.89177799999999 40.45642499337877, -79.89566277999998 40.45898835337998)"
1849,E32480,POINT (-8897626.525228467 4120834.277199512),27417@1,POINT (-8898078.963261288 4120485.547801772),"LINESTRING (-79.92873900000001 40.48262599339112, -79.93280332 40.47850303338919)"
1850,E53000,POINT (-8898581.089862019 4120707.490786463),27417@1,POINT (-8898078.963261288 4120485.547801772),"LINESTRING (-79.937314 40.48112699339043, -79.93280332 40.47850303338919)"
1851,E70858,POINT (-8890933.106886048 4114050.382767762),27675@1,POINT (-8890432.556569306 4113842.99659465),"LINESTRING (-79.868611 40.40246599335325, -79.86411447999998 40.40001695335214)"
1852,W03500,POINT (-8913452.260637093 4118755.694202099),27625@1,POINT (-8912855.442337908 4118406.283256643),"LINESTRING (-80.07090400000001 40.45805499337956, -80.06554269 40.45392546337758)"
1853,E45490,POINT (-8902840.841496713 4118664.483682101),3925@1,POINT (-8902926.472901812 4118610.831255207),"LINESTRING (-79.97557999999999 40.45697699337899, -79.97634923999999 40.45634289337873)"
1854,E57750,POINT (-8897769.459454644 4117662.934659204),27424@1,POINT (-8897464.085601112 4117741.713509421),"LINESTRING (-79.93002299999999 40.44514099337341, -79.92727978000001 40.44607190337387)"
1855,S24430,POINT (-8900323.907809876 4108614.740438829),19006@1,POINT (-8899992.999491546 4109428.910636874),"LINESTRING (-79.95296999999998 40.3383049933229, -79.94999739999999 40.34791143332742)"
1856,E11850,POINT (-8899569.272981791 4121059.5932059),668@1,POINT (-8899917.372369085 4121683.969404713),"LINESTRING (-79.946191 40.48528999339236, -79.94931802999999 40.49267278339585)"
1857,E29420,POINT (-8873018.461232686 4120210.044993449),5978@1,POINT (-8872952.910750533 4119979.554283272),"LINESTRING (-79.70768099999999 40.47524599338766, -79.70709214999999 40.47252121338635)"
1858,E13900,POINT (-8900838.426496325 4117984.251452224),5286@1,POINT (-8900585.791364748 4118069.01280795),"LINESTRING (-79.95759199999999 40.44893799337525, -79.95532253999998 40.44993965337574)"
1859,E70411,POINT (-8900373.11102481 4118400.91271958),1378@1,POINT (-8900584.223986318 4118680.317017915),"LINESTRING (-79.953412 40.45386199337757, -79.95530846 40.45716412337908)"
1860,E01640,POINT (-8902891.491865024 4117060.449247634),8057@1,POINT (-8902783.977274427 4116992.744208265),"LINESTRING (-79.97603499999998 40.43802199337009, -79.97506918000001 40.43722203336973)"
1861,S20445,POINT (-8888529.273801859 4111554.013728246),102@2,POINT (-8887993.103474453 4111005.016452732),"LINESTRING (-79.84701700000001 40.37299199333936, -79.8422005 40.36651182333624)"
1862,E01560,POINT (-8901694.028102562 4117007.89065175),5989@1,POINT (-8901561.269591035 4116923.07902855),"LINESTRING (-79.965278 40.43740099336979, -79.96408540999998 40.4363989233693)"
1863,E70805,POINT (-8897223.993949758 4119852.476690399),27428@1,POINT (-8897759.327154594 4119733.057306874),"LINESTRING (-79.925123 40.47101899338569, -79.92993197999999 40.46960733338499)"
1864,E32295,POINT (-8885406.539446125 4114616.773444165),6006@1,POINT (-8886212.114073198 4114587.833739641),"LINESTRING (-79.81896499999999 40.40915499335644, -79.82620159999999 40.40881320335629)"
1865,W00790,POINT (-8912661.113016024 4118951.478894179),3947@1,POINT (-8912950.075037029 4119412.844560428),"LINESTRING (-80.06379699999999 40.46036899338063, -80.06639278999998 40.46582223338322)"
1866,S70371,POINT (-8893595.646466844 4107295.748784081),6056@1,POINT (-8893168.869803039 4106743.324481619),"LINESTRING (-79.89252900000002 40.3227449933155, -79.8886952 40.31622915331244)"
1867,E18450,POINT (-8899653.764475303 4117946.848625544),8054@1,POINT (-8899436.698147424 4117840.002986241),"LINESTRING (-79.94695 40.44849599337498, -79.94500005999998 40.44723338337442)"
1868,E11570,POINT (-8901689.909281403 4119365.786145792),5947@1,POINT (-8901690.702989373 4119380.43568188),"LINESTRING (-79.96524100000001 40.46526599338295, -79.96524813000001 40.465439153383)"
1869,E70866,POINT (-8903035.761925094 4117448.572487346),27390@1,POINT (-8902689.950153334 4117343.755545761),"LINESTRING (-79.97733100000001 40.44260799337223, -79.97422452000001 40.44136946337166)"
1870,E45590,POINT (-8901263.332992682 4119313.671532597),27470@1,POINT (-8901191.019851463 4119553.100454503),"LINESTRING (-79.961409 40.46464999338264, -79.96075939999999 40.46748011338398)"
1871,X05870,POINT (-8906869.04859056 4112899.479698241),27588@1,POINT (-8906456.173504768 4113198.356229167),"LINESTRING (-80.01176599999999 40.38887599334684, -80.00805708000001 40.3924049033485)"
1872,S42420,POINT (-8905811.624747515 4114075.955794126),27589@1,POINT (-8905514.075540988 4113344.107688964),"LINESTRING (-80.002267 40.40276799335344, -79.99959407 40.39412589334933)"
1873,E19480,POINT (-8903097.655561974 4116991.471282282),8057@1,POINT (-8902783.977274427 4116992.744208265),"LINESTRING (-79.97788700000001 40.43720699336971, -79.97506918000001 40.43722203336973)"
1874,X11150,POINT (-8906628.487170957 4112938.693771323),27588@1,POINT (-8906456.173504768 4113198.356229167),"LINESTRING (-80.00960500000001 40.38933899334706, -80.00805708000001 40.3924049033485)"
1875,E04667,POINT (-8896686.766087189 4121227.644119726),27418@1,POINT (-8896613.428806653 4120850.605293813),"LINESTRING (-79.92029699999999 40.48727699339333, -79.91963819999998 40.48281904339125)"
1876,E32749,POINT (-8898565.282494325 4114293.745335719),33699@1,POINT (-8899384.602852125 4114768.454111869),"LINESTRING (-79.93717199999999 40.40533999335466, -79.94453208 40.41094643335725)"
1877,S08135,POINT (-8904057.340892104 4113357.497069081),27549@1,POINT (-8904226.879363386 4113611.640435752),"LINESTRING (-79.98650800000001 40.39428399334943, -79.98803099 40.39728495335085)"
1878,E33160,POINT (-8893281.05758586 4117266.362620555),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.88970299999998 40.44045499337123, -79.88981764 40.44536785337353)"
1879,S09230,POINT (-8902807.668288456 4111345.524963936),27736@1,POINT (-8902311.496167287 4110930.423631255),"LINESTRING (-79.97528199999998 40.37053099333816, -79.97082480999998 40.36563140333585)"
1880,E08190,POINT (-8900673.339691477 4116797.990044728),6097@1,POINT (-8900736.097167607 4116828.79089683),"LINESTRING (-79.95610899999998 40.43492099336859, -79.95667275999999 40.4352849033688)"
1881,E26610,POINT (-8894687.468032543 4118551.949237106),5938@1,POINT (-8894608.728417121 4118716.341862245),"LINESTRING (-79.902337 40.45564699337837, -79.90162967000001 40.45758989337931)"
1882,S17660,POINT (-8888934.810706818 4109750.138822912),27763@1,POINT (-8888817.889619248 4109558.316405675),"LINESTRING (-79.85065999999999 40.35170199332925, -79.84960968 40.34943842332816)"
1883,E16300,POINT (-8894849.549211137 4119596.742972618),27476@1,POINT (-8895227.987612454 4119074.175993348),"LINESTRING (-79.90379299999999 40.46799599338422, -79.90719257000001 40.46181920338129)"
1884,S24050,POINT (-8899529.86588205 4108022.841815712),6070@1,POINT (-8899397.193086531 4107712.511290655),"LINESTRING (-79.945837 40.33132199331962, -79.94464517999998 40.32766111331784)"
1885,N12825,POINT (-8909581.014025265 4119822.445696524),27543@1,POINT (-8909698.862404194 4119934.575554307),"LINESTRING (-80.03612800000001 40.47066399338547, -80.03718665 40.47198950338613)"
1886,E53300,POINT (-8884362.585261466 4113276.194853673),6023@1,POINT (-8884852.560226582 4113422.102722164),"LINESTRING (-79.80958699999999 40.39332399334895, -79.81398852 40.3950468533498)"
1887,N20600,POINT (-8886666.676081905 4125585.698476198),15203@1,POINT (-8885987.581547076 4126016.957852061),"LINESTRING (-79.83028499999999 40.53882599341759, -79.82418459 40.54392924342)"
1888,E70415,POINT (-8885890.667911585 4112549.420934074),6013@2,POINT (-8885299.789620429 4112299.507712502),"LINESTRING (-79.823314 40.38474299334491, -79.81800604999999 40.38179252334351)"
1889,E52500,POINT (-8892647.093085792 4117360.049507413),27472@1,POINT (-8892789.031002529 4117394.313816343),"LINESTRING (-79.88400799999999 40.44156199337174, -79.88528305 40.44196686337193)"
1890,E34240,POINT (-8890443.078487577 4117997.960119906),10548@1,POINT (-8890733.598981453 4118288.56014221),"LINESTRING (-79.864209 40.44909999337528, -79.86681879 40.45253420337696)"
1891,E23620,POINT (-8899265.816049889 4119105.462189989),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.943465 40.46218899338147, -79.94203211999998 40.45591310337855)"
1892,S01050,POINT (-8904452.079806454 4116760.833457811),27392@1,POINT (-8904581.11134143 4116899.747086801),"LINESTRING (-79.99005399999999 40.43448199336844, -79.99121311 40.43612325336917)"
1893,N43540,POINT (-8906827.971698456 4119322.80854425),27377@1,POINT (-8906686.018196993 4119392.485396595),"LINESTRING (-80.01139699999999 40.4647579933827, -80.01012181 40.4655815833831)"
1894,N38690,POINT (-8905595.330976902 4118640.369342788),27849@1,POINT (-8905406.723476846 4118174.054371698),"LINESTRING (-80.00032399999998 40.45669199337885, -79.99862970999999 40.4511809933763)"
1895,E46180,POINT (-8895606.967026494 4118298.442558787),491@1,POINT (-8895506.069266431 4118261.171231178),"LINESTRING (-79.910597 40.45265099337698, -79.90969062000002 40.45221052337679)"
1896,N43400,POINT (-8906861.256226204 4120579.517417782),5701@1,POINT (-8907316.542924795 4121077.646861993),"LINESTRING (-80.011696 40.4796139933897, -80.01578591000001 40.48550345339248)"
1897,N12020,POINT (-8907497.335796596 4126175.632373146),10574@2,POINT (-8907628.648267936 4126423.175315315),"LINESTRING (-80.01741 40.54580699342088, -80.01858959999998 40.54873651342226)"
1898,E38120,POINT (-8887877.16422479 4113715.297944823),19154@2,POINT (-8887852.29099777 4113490.521123661),"LINESTRING (-79.84115899999999 40.3985089933514, -79.84093556000001 40.39585474335016)"
1899,N43130,POINT (-8908872.131507894 4123809.024403173),5711@1,POINT (-8908704.985292466 4124230.215073586),"LINESTRING (-80.02976 40.51780599340771, -80.02825849999998 40.52278855341007)"
1900,E58700,POINT (-8884700.328596532 4116378.165966562),6008@1,POINT (-8885277.592513964 4116486.646858449),"LINESTRING (-79.81262099999999 40.42996099336628, -79.81780664999998 40.43124260336688)"
1901,E05240,POINT (-8896564.425966807 4116821.8581591),8051@1,POINT (-8896381.073859911 4117061.954904716),"LINESTRING (-79.91919799999998 40.43520299336875, -79.91755092 40.43803978337009)"
1902,E41730,POINT (-8897063.248605054 4120359.934553154),27479@1,POINT (-8896659.945882272 4119915.899098048),"LINESTRING (-79.92367900000001 40.4770179933885, -79.92005607 40.47176872338601)"
1903,E29220,POINT (-8896515.334071368 4120137.974811988),27479@1,POINT (-8896659.945882272 4119915.899098048),"LINESTRING (-79.918757 40.47439399338724, -79.92005607 40.47176872338601)"
1904,E03560,POINT (-8888110.712516475 4122722.802427874),19307@1,POINT (-8888158.239259874 4122186.821659121),"LINESTRING (-79.84325699999999 40.50495799340165, -79.84368393999999 40.49861922339868)"
1905,S20112,POINT (-8896698.454633722 4114187.137870607),6087@1,POINT (-8897131.924938507 4113596.8755004),"LINESTRING (-79.920402 40.40408099335404, -79.92429592999999 40.39711060335074)"
1906,E17560,POINT (-8892773.106749371 4116102.809147061),99@1,POINT (-8892708.936628902 4116362.042759868),"LINESTRING (-79.88513999999999 40.42670799336471, -79.88456355 40.42977051336617)"
1907,E25050,POINT (-8886099.280637331 4114334.220094295),6006@1,POINT (-8886212.114073198 4114587.833739641),"LINESTRING (-79.82518799999998 40.40581799335484, -79.82620159999999 40.40881320335629)"
1908,X13770,POINT (-8907223.267210264 4114314.914177801),27582@1,POINT (-8907440.590686167 4113970.440928372),"LINESTRING (-80.01494799999999 40.40558999335475, -80.01690025000001 40.40152194335284)"
1909,N13010,POINT (-8913086.353470854 4122390.672501085),12183@1,POINT (-8913140.07403072 4122002.920411134),"LINESTRING (-80.067617 40.5010299933998, -80.06809957999998 40.49644445339766)"
1910,N35570,POINT (-8905791.587239172 4120624.261899258),27541@1,POINT (-8905583.305132313 4120119.688129089),"LINESTRING (-80.002087 40.48014299338993, -80.00021597 40.47417781338716)"
1911,S47520,POINT (-8904723.922002973 4115678.701834193),27556@1,POINT (-8904659.852070047 4115713.30964819),"LINESTRING (-79.992496 40.4216979933624, -79.99192044999999 40.42210680336253)"
1912,S70545,POINT (-8901519.256502016 4110942.419786014),27738@1,POINT (-8901289.208095122 4110529.625628626),"LINESTRING (-79.963708 40.36577299333588, -79.96164143999999 40.36090097333356)"
