,STOP_ID,geom_from_node,sensor_ID,geom_to_node,geometry
5099,N10948,POINT (-8925390.608107725 4125808.969505113),27688@1,POINT (-8925151.938006271 4125166.202687084),"LINESTRING (-80.17814799999999 40.54146799341881, -80.17600399000001 40.53386231341526)"
5100,E16160,POINT (-8895965.861064812 4116899.894355853),27448@1,POINT (-8895715.598151585 4116848.839166318),"LINESTRING (-79.913821 40.43612499336915, -79.91157285 40.43552177336891)"
5101,S30590,POINT (-8888672.096708545 4109847.336981495),27763@1,POINT (-8888817.889619248 4109558.316405675),"LINESTRING (-79.84829999999999 40.35284899332976, -79.84960968 40.34943842332816)"
5102,W03810,POINT (-8913810.264119484 4119342.097743577),5296@1,POINT (-8913905.051552698 4119432.310273478),"LINESTRING (-80.07411999999999 40.46498599338281, -80.07497148999998 40.46605232338331)"
5103,S09760,POINT (-8904050.773042144 4109338.702265162),27670@1,POINT (-8904433.463848012 4109951.146546165),"LINESTRING (-79.98644899999998 40.34684699332691, -79.98988677 40.35407403333037)"
5104,N08470,POINT (-8928240.053113561 4127576.493317822),27700@1,POINT (-8928070.933203563 4128314.396744511),"LINESTRING (-80.203745 40.56238699342867, -80.20222576999998 40.57112213343277)"
5105,E55420,POINT (-8887449.697380144 4120946.93630315),5954@1,POINT (-8887090.303517314 4120607.705635738),"LINESTRING (-79.83731899999999 40.48395799339176, -79.83409051 40.47994725338987)"
5106,N22690,POINT (-8892140.700722175 4121304.183048391),11704@2,POINT (-8892383.100026572 4121532.350136813),"LINESTRING (-79.879459 40.48818199339375, -79.88163651000001 40.49087992339503)"
5107,X70084,POINT (-8912206.706854606 4108992.242446908),31183@2,POINT (-8912152.662355021 4109130.805124273),"LINESTRING (-80.059715 40.34275899332502, -80.05922950999999 40.3443939133258)"
5108,N12885,POINT (-8908372.974911178 4118913.236252206),6734@1,POINT (-8908656.073734604 4119287.908465937),"LINESTRING (-80.02527600000001 40.4599169933804, -80.02781912000002 40.46434547338254)"
5109,E30035,POINT (-8883671.402543131 4123438.913558276),19214@1,POINT (-8884008.476848058 4123617.793856258),"LINESTRING (-79.803378 40.51342799340566, -79.80640599 40.51554391340663)"
5110,W70033,POINT (-8926896.092901213 4116992.656186793),21550@1,POINT (-8926433.177477919 4117431.612740372),"LINESTRING (-80.19167199999998 40.43722099336969, -80.18751355999999 40.44240759337216)"
5111,E02790,POINT (-8890221.107422935 4119696.144622792),5952@1,POINT (-8889772.346272895 4119991.148487577),"LINESTRING (-79.86221500000001 40.46917099338481, -79.85818371000001 40.47265827338642)"
5112,N49090,POINT (-8901479.404124312 4121794.092696105),5753@1,POINT (-8902073.734432876 4121587.835914381),"LINESTRING (-79.96334999999999 40.49397499339645, -79.96868895999998 40.49153602339535)"
5113,E48360,POINT (-8891774.904875427 4116972.682049686),124@1,POINT (-8891671.349919116 4117188.695293858),"LINESTRING (-79.87617299999999 40.43698499336958, -79.87524275 40.4395372933708)"
5114,W17810,POINT (-8911234.108463546 4117021.517000275),12100@1,POINT (-8911674.223428736 4117046.165375074),"LINESTRING (-80.050978 40.43756199336984, -80.05493162 40.43785322336998)"
5115,W00440,POINT (-8924244.685269499 4123998.551169713),5664@1,POINT (-8924263.463754402 4123995.895132984),"LINESTRING (-80.16785399999999 40.52004799340873, -80.16802269 40.52001657340873)"
5116,W22577,POINT (-8921269.115280597 4118028.423709407),38588@1,POINT (-8921310.134286562 4118713.522630355),"LINESTRING (-80.141124 40.4494599933755, -80.14149247999998 40.45755657337929)"
5117,N14645,POINT (-8907411.953747159 4119554.951469764),27539@1,POINT (-8907531.006602978 4119534.714629442),"LINESTRING (-80.016643 40.46750199338398, -80.01771247000002 40.46726278338386)"
5118,E48210,POINT (-8892216.843253877 4114802.36885877),27490@1,POINT (-8892058.201847548 4114748.662797546),"LINESTRING (-79.880143 40.4113469933575, -79.8787179 40.41071268335718)"
5119,S08440,POINT (-8904521.988446673 4110312.543642286),27670@1,POINT (-8904433.463848012 4109951.146546165),"LINESTRING (-79.99068199999999 40.3583389933324, -79.98988677 40.35407403333037)"
5120,W70133,POINT (-8916166.563781103 4120407.556662357),27685@1,POINT (-8915987.531983646 4120019.284595973),"LINESTRING (-80.09528699999998 40.47758099338879, -80.09367872999999 40.47299088338655)"
5121,E20470,POINT (-8895713.722418167 4118885.738620792),27453@1,POINT (-8895847.051998679 4118926.452836386),"LINESTRING (-79.911556 40.45959199338026, -79.91275372 40.46007320338048)"
5122,S01060,POINT (-8898647.102320058 4113848.334952711),33699@1,POINT (-8899384.602852125 4114768.454111869),"LINESTRING (-79.937907 40.40007999335216, -79.94453208 40.41094643335725)"
5123,W02880,POINT (-8915428.181598673 4114000.167854276),137@1,POINT (-8915262.535969982 4114552.133702343),"LINESTRING (-80.08865400000001 40.40187299335301, -80.08716597999999 40.40839157335606)"
5124,S70522,POINT (-8901627.904325031 4113734.182442049),27547@1,POINT (-8902332.381930152 4114292.959546809),"LINESTRING (-79.96468399999999 40.39873199335152, -79.97101243 40.40533071335462)"
5125,S34340,POINT (-8895636.800650027 4111243.861734789),6116@1,POINT (-8895496.287622774 4111001.038678884),"LINESTRING (-79.91086499999999 40.36933099333762, -79.90960275 40.36646487333623)"
5126,N41755,POINT (-8908694.688239569 4118391.266555697),6700@2,POINT (-8908552.4731373 4118067.504874641),"LINESTRING (-80.028166 40.45374799337748, -80.02688846 40.44992183337568)"
5127,N39560,POINT (-8914983.905510917 4122717.391095752),27676@1,POINT (-8914599.739721801 4122919.043488936),"LINESTRING (-80.08466299999999 40.50489399340163, -80.08121198000001 40.50727898340275)"
5128,N22130,POINT (-8880862.143873472 4128784.271497176),14583@1,POINT (-8880786.604693409 4128515.478783085),"LINESTRING (-79.77814199999999 40.57668499343541, -79.77746342 40.57350269343394)"
5129,S39666,POINT (-8901374.207205513 4110564.875117087),27738@1,POINT (-8901289.208095122 4110529.625628626),"LINESTRING (-79.962405 40.36131699333378, -79.96164143999999 40.36090097333356)"
5130,N10910,POINT (-8908294.605989657 4119385.921211235),11552@1,POINT (-8908068.000694614 4119584.779128365),"LINESTRING (-80.02457199999999 40.46550399338302, -80.02253637 40.46785457338415)"
5131,X70083,POINT (-8911985.181067929 4109236.495378178),31183@1,POINT (-8912122.205342339 4109132.954407987),"LINESTRING (-80.057725 40.34564099332633, -80.05895590999999 40.34441927332581)"
5132,N12440,POINT (-8899619.366752647 4121817.517334475),14575@1,POINT (-8899635.542587854 4121814.144023287),"LINESTRING (-79.94664099999999 40.49425199339659, -79.94678630999999 40.49421210339658)"
5133,W70059,POINT (-8913620.687026663 4116090.196424155),27838@1,POINT (-8913238.716457903 4116911.967020008),"LINESTRING (-80.072417 40.42655899336467, -80.0689857 40.43626763336921)"
5134,S70527,POINT (-8902506.771704843 4113303.888548933),6111@1,POINT (-8901661.684224512 4112814.523997174),"LINESTRING (-79.972579 40.39365099334909, -79.96498745000001 40.38787293334632)"
5135,E52560,POINT (-8900031.694146546 4120412.63181955),27426@1,POINT (-8900593.509145046 4119708.539677015),"LINESTRING (-79.95034499999998 40.47764099338878, -79.95539186999999 40.46931751338487)"
5136,W70127,POINT (-8913418.753470365 4113144.161012377),5479@2,POINT (-8912886.82998153 4113637.765852886),"LINESTRING (-80.07060300000001 40.39176499334824, -80.06582464999998 40.39759345335099)"
5137,X18550,POINT (-8914948.839871317 4111157.022982119),27658@1,POINT (-8914746.113720244 4111448.603728501),"LINESTRING (-80.08434799999999 40.36830599333708, -80.08252688 40.37174772333872)"
5138,S70390,POINT (-8905606.240287 4110670.447756993),10557@1,POINT (-8905168.258203255 4110313.040181751),"LINESTRING (-80.000422 40.36256299333436, -79.99648754 40.35834485333239)"
5139,E43870,POINT (-8877924.088552965 4117340.161270884),19117@2,POINT (-8878454.63835928 4117133.019949429),"LINESTRING (-79.75174899999999 40.44132699337165, -79.75651500999999 40.43887945337049)"
5140,N28090,POINT (-8904759.989517989 4119032.70136423),23841@1,POINT (-8904862.067264656 4118087.643621481),"LINESTRING (-79.99281999999998 40.46132899338107, -79.99373697999998 40.45015982337581)"
5141,E40970,POINT (-8891571.078887785 4119465.868572097),5939@2,POINT (-8890925.83549691 4118997.357039175),"LINESTRING (-79.874342 40.46644899338349, -79.86854568 40.46091124338086)"
5142,W15730,POINT (-8915718.280191679 4122109.091146484),30325@1,POINT (-8915402.754000586 4121995.830679287),"LINESTRING (-80.09125999999999 40.49769999339822, -80.08842557999999 40.49636061339762)"
5143,W10580,POINT (-8912798.369948173 4120237.790081508),5660@1,POINT (-8913271.442161806 4120247.325732947),"LINESTRING (-80.06502999999999 40.47557399338777, -80.06927967999999 40.47568672338784)"
5144,X00460,POINT (-8917349.889968237 4109868.013624836),5473@1,POINT (-8917266.595159251 4109766.028756958),"LINESTRING (-80.10591699999999 40.35309299332989, -80.10516875 40.35188950332932)"
5145,N13780,POINT (-8910218.206790566 4124008.27249039),5709@1,POINT (-8910374.636278613 4124137.590698754),"LINESTRING (-80.04185200000001 40.52016299340883, -80.04325722999999 40.52169280340952)"
5146,E55190,POINT (-8885563.16596967 4119305.042119426),27798@1,POINT (-8884610.552766792 4118986.900492297),"LINESTRING (-79.82037199999998 40.46454799338263, -79.81181452999999 40.46078765338084)"
5147,N15521,POINT (-8907798.343699701 4121990.619923767),5707@1,POINT (-8908380.944273522 4122584.543834539),"LINESTRING (-80.02011399999999 40.49629899339755, -80.02534759 40.50332282340086)"
5148,S70320,POINT (-8894947.621682527 4105954.664960423),6091@1,POINT (-8894725.363413598 4106079.995672442),"LINESTRING (-79.904674 40.30692799330799, -79.90267742 40.30840601330873)"
5149,S70521,POINT (-8901977.670165103 4113781.605123248),27547@1,POINT (-8902332.381930152 4114292.959546809),"LINESTRING (-79.96782599999999 40.3992919933518, -79.97101243 40.40533071335462)"
5150,E70035,POINT (-8888057.947077839 4123995.338903626),5898@1,POINT (-8888108.283525186 4125250.100404945),"LINESTRING (-79.84278299999998 40.52000999340876, -79.84323517999999 40.53485500341576)"
5151,X08950,POINT (-8905694.739282183 4116014.519509069),5484@2,POINT (-8905877.891013995 4116513.782633985),"LINESTRING (-80.00121700000001 40.42566499336425, -80.00286228 40.43156319336704)"
5152,N45950,POINT (-8907340.375314578 4118073.526451077),157@1,POINT (-8907104.518256655 4118247.146718115),"LINESTRING (-80.01599999999999 40.44999299337572, -80.01388126000001 40.45204478337673)"
5153,X19505,POINT (-8910447.413622107 4112523.417661017),5465@1,POINT (-8910440.930374963 4112553.842325898),"LINESTRING (-80.04391099999998 40.38443599334475, -80.04385275999998 40.38479519334492)"
5154,W23091,POINT (-8927074.983322918 4118319.427512662),27660@1,POINT (-8927198.230697149 4117852.769291266),"LINESTRING (-80.19327899999999 40.4528989933771, -80.19438614999999 40.44738424337449)"
5155,S34400,POINT (-8895594.387924034 4111149.567496903),6116@1,POINT (-8895496.287622774 4111001.038678884),"LINESTRING (-79.91048399999998 40.36821799333708, -79.90960275 40.36646487333623)"
5156,E52900,POINT (-8898418.229446987 4120693.19647967),27417@1,POINT (-8898078.963261288 4120485.547801772),"LINESTRING (-79.93585099999999 40.48095799339033, -79.93280332 40.47850303338919)"
5157,N45850,POINT (-8903645.79273464 4119532.617425137),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.982811 40.46723799338386, -79.98164869 40.46947237338492)"
5158,S34305,POINT (-8896329.764480215 4111471.839043555),6116@1,POINT (-8895496.287622774 4111001.038678884),"LINESTRING (-79.91708999999999 40.37202199333887, -79.90960275 40.36646487333623)"
5159,N32330,POINT (-8905638.745578313 4126676.111832662),27508@1,POINT (-8905499.79992949 4127535.243773178),"LINESTRING (-80.00071400000002 40.55172999342367, -79.99946583000001 40.56189872342848)"
5160,N45060,POINT (-8903560.076726731 4119693.352940236),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.98204100000001 40.46913799338477, -79.98164869 40.46947237338492)"
5161,N22650,POINT (-8879997.080110516 4126197.180166333),5982@1,POINT (-8878893.745883079 4126027.18109339),"LINESTRING (-79.770371 40.54606199342099, -79.76045957999999 40.54405022342006)"
5162,N19600,POINT (-8904440.391259922 4127702.537154956),151@1,POINT (-8904324.886156276 4127659.760281806),"LINESTRING (-79.98994899999998 40.56387899342938, -79.98891139999999 40.56337263342917)"
5163,E57610,POINT (-8896037.328177901 4117729.958230597),19401@1,POINT (-8896083.36212693 4117705.38301136),"LINESTRING (-79.914463 40.44593299337384, -79.91487653 40.44564259337368)"
5164,S70539,POINT (-8901025.554560348 4112565.768208872),6111@1,POINT (-8901661.684224512 4112814.523997174),"LINESTRING (-79.959273 40.38493599334499, -79.96498745000001 40.38787293334632)"
5165,X17727,POINT (-8906582.400901766 4116028.571449594),27561@1,POINT (-8906657.168637758 4115779.725155126),"LINESTRING (-80.00919099999999 40.4258309933643, -80.00986265 40.42289135336294)"
5166,S70036,POINT (-8904260.832921274 4107924.341592146),27720@1,POINT (-8904154.181056729 4107827.010372519),"LINESTRING (-79.988336 40.33015999331907, -79.98737792999999 40.32901180331849)"
5167,S21470,POINT (-8892228.420480918 4112642.676012478),6120@1,POINT (-8891750.152986648 4113015.79904488),"LINESTRING (-79.880247 40.38584399334537, -79.87595064999998 40.39024938334749)"
5168,X02620,POINT (-8913976.909397202 4111586.205555326),27658@1,POINT (-8914746.113720244 4111448.603728501),"LINESTRING (-80.07561700000001 40.37337199333949, -80.08252688 40.37174772333872)"
5169,E70342,POINT (-8883154.991425341 4119491.16385566),13671@1,POINT (-8882490.565459814 4120204.062018403),"LINESTRING (-79.798739 40.46674799338365, -79.79277036000001 40.47517526338762)"
5170,N16720,POINT (-8906090.368752459 4127965.682764824),10595@1,POINT (-8906040.31060384 4128159.955895856),"LINESTRING (-80.00477099999998 40.56699399343086, -80.00432131999999 40.56929380343195)"
5171,E70389,POINT (-8882264.435498996 4121694.980898291),5956@1,POINT (-8882619.887538657 4122670.782405321),"LINESTRING (-79.790739 40.49280299339591, -79.79393207999999 40.50434275340137)"
5172,X04280,POINT (-8912215.389774889 4111400.930673582),27669@1,POINT (-8912862.336353973 4110656.023563533),"LINESTRING (-80.059793 40.37118499333845, -80.06560462 40.36239275333429)"
5173,N37070,POINT (-8905588.095210001 4121947.915566819),22398@1,POINT (-8905606.420624577 4122605.946962461),"LINESTRING (-80.00025899999999 40.49579399339737, -80.00042362000001 40.503575953401)"
5174,N37020,POINT (-8903639.113565193 4119948.405635079),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.98275099999999 40.4721529933862, -79.98164869 40.46947237338492)"
5175,W19442,POINT (-8913262.015627325 4113412.375419429),5479@2,POINT (-8912886.82998153 4113637.765852886),"LINESTRING (-80.06919499999998 40.39493199334972, -80.06582464999998 40.39759345335099)"
5176,X02640,POINT (-8912103.402367149 4112292.517031264),11549@1,POINT (-8911396.139548371 4112149.082959489),"LINESTRING (-80.05878699999998 40.38170999334346, -80.05243355000002 40.38001667334265)"
5177,S70414,POINT (-8893218.718671016 4113606.647376653),27576@1,POINT (-8893449.932592979 4113401.101687171),"LINESTRING (-79.889143 40.39722599335081, -79.89122003 40.39479887334965)"
5178,S14746,POINT (-8889329.549621172 4112116.49782707),19349@1,POINT (-8888212.014366293 4113306.847616675),"LINESTRING (-79.854206 40.3796319933425, -79.84416701000001 40.39368593334908)"
5179,N71334,POINT (-8915970.307518836 4123413.889216265),27604@1,POINT (-8915007.953860512 4124156.251787846),"LINESTRING (-80.093524 40.51313199340548, -80.08487903 40.52191356340963)"
5180,S70538,POINT (-8901359.067754764 4112649.367281934),6111@1,POINT (-8901661.684224512 4112814.523997174),"LINESTRING (-79.96226899999999 40.38592299334543, -79.96498745000001 40.38787293334632)"
5181,E70823,POINT (-8878733.04729256 4112636.49293384),27810@1,POINT (-8882072.242398139 4113319.883926611),"LINESTRING (-79.759016 40.38577099334537, -79.78901249999998 40.39383986334919)"
5182,N45080,POINT (-8903650.245514272 4119674.657091969),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.982851 40.46891699338466, -79.98164869 40.46947237338492)"
5183,E03550,POINT (-8888027.000259399 4123006.805677511),19307@1,POINT (-8888158.239259874 4122186.821659121),"LINESTRING (-79.842505 40.50831699340322, -79.84368393999999 40.49861922339868)"
5184,N19670,POINT (-8903841.269760473 4127223.437578978),151@1,POINT (-8904324.886156276 4127659.760281806),"LINESTRING (-79.984567 40.55820799342673, -79.98891139999999 40.56337263342917)"
5185,N28180,POINT (-8907183.192193579 4122032.224656317),21869@2,POINT (-8906622.273316978 4122687.544125674),"LINESTRING (-80.014588 40.49679099339777, -80.00954917999999 40.50454099340148)"
5186,N21480,POINT (-8875350.047967352 4132522.565253227),5931@1,POINT (-8875378.900866169 4133274.602809674),"LINESTRING (-79.72862600000001 40.62095899345617, -79.72888518999999 40.62986914346038)"
5187,E55590,POINT (-8887377.673669601 4121974.468412109),27829@1,POINT (-8887320.998690449 4121542.96106138),"LINESTRING (-79.83667199999999 40.49610799339749, -79.83616287999999 40.49100539339508)"
5188,N14250,POINT (-8917003.129754417 4123410.930249719),25568@1,POINT (-8917498.779787173 4123363.217972321),"LINESTRING (-80.102802 40.5130969934055, -80.1072545 40.51253263340525)"
5189,X02560,POINT (-8913540.203034818 4111724.543662345),133@1,POINT (-8913342.703333838 4110599.477057988),"LINESTRING (-80.07169399999999 40.37500499334031, -80.06991983 40.36172537333402)"
5190,S23790,POINT (-8899683.598098835 4108356.306081828),6070@1,POINT (-8899397.193086531 4107712.511290655),"LINESTRING (-79.94721799999999 40.33525599332145, -79.94464517999998 40.32766111331784)"
5191,N31480,POINT (-8896013.839765346 4121745.044408489),26007@1,POINT (-8895568.533972299 4121076.539759907),"LINESTRING (-79.914252 40.49339499339619, -79.91025175 40.48549036339246)"
5192,S50220,POINT (-8894155.806144513 4104746.517651544),6088@1,POINT (-8893742.766305873 4104279.963724046),"LINESTRING (-79.897561 40.29268199330127, -79.89385059999999 40.28718136329865)"
5193,S70639,POINT (-8889176.262682348 4111337.730846107),19414@2,POINT (-8888113.370825915 4110740.603357175),"LINESTRING (-79.852829 40.37043899333812, -79.84328087999999 40.36339100333479)"
5194,E70985,POINT (-8900639.609885769 4116156.984288353),14405@1,POINT (-8900858.712247131 4116704.82474167),"LINESTRING (-79.95580600000001 40.42734799336503, -79.95777423 40.43382026336807)"
5195,E70986,POINT (-8900643.840026418 4116099.423183881),31188@1,POINT (-8900842.425092433 4115504.5074659),"LINESTRING (-79.955844 40.4266679933647, -79.95762791999999 40.41964033336139)"
5196,E70325,POINT (-8888215.13019884 4119214.68631266),5940@1,POINT (-8887799.405334083 4119157.558377873),"LINESTRING (-79.844195 40.46347999338208, -79.84046048 40.46280475338175)"
5197,N71339,POINT (-8905635.739952061 4121941.150491137),22398@1,POINT (-8905606.420624577 4122605.946962461),"LINESTRING (-80.000687 40.49571399339731, -80.00042362000001 40.503575953401)"
5198,W70178,POINT (-8930394.975816339 4123104.626716128),21676@2,POINT (-8930414.143919457 4122859.961934931),"LINESTRING (-80.22310300000001 40.50947399340378, -80.22327519 40.50658020340244)"
5199,N21120,POINT (-8880661.323512079 4129697.41217451),25109@1,POINT (-8880753.891234649 4129512.772189392),"LINESTRING (-79.77633799999998 40.58749699344047, -79.77716954999998 40.58531063343946)"
5200,S27880,POINT (-8897181.469904274 4109645.481619067),10545@1,POINT (-8897233.305825163 4109229.28828402),"LINESTRING (-79.92474099999998 40.35046699332867, -79.92520665000001 40.3455559533263)"
5201,S70605,POINT (-8897307.149609379 4109257.597942512),10545@1,POINT (-8897233.305825163 4109229.28828402),"LINESTRING (-79.92586999999999 40.34588999332649, -79.92520665000001 40.3455559533263)"
5202,S45030,POINT (-8903758.336739833 4114978.560458674),38779@1,POINT (-8904045.870531771 4115332.654637319),"LINESTRING (-79.983822 40.41342799335845, -79.98640495999999 40.41761039336045)"
5203,E50460,POINT (-8883244.603615429 4120407.302904379),13671@1,POINT (-8882490.565459814 4120204.062018403),"LINESTRING (-79.799544 40.47757799338877, -79.79277036000001 40.47517526338762)"
5204,E70341,POINT (-8883170.910112523 4119505.46114081),13671@1,POINT (-8882490.565459814 4120204.062018403),"LINESTRING (-79.79888199999998 40.46691699338374, -79.79277036000001 40.47517526338762)"
5205,N28100,POINT (-8904983.964333465 4118886.077053974),23841@1,POINT (-8904862.067264656 4118087.643621481),"LINESTRING (-79.994832 40.45959599338025, -79.99373697999998 40.45015982337581)"
5206,X10690,POINT (-8910689.199556112 4113544.911266559),27594@1,POINT (-8910819.788450761 4113101.774885846),"LINESTRING (-80.046083 40.39649699335042, -80.04725609999998 40.39126452334796)"
5207,X08861,POINT (-8914920.898679128 4111559.350806673),27658@1,POINT (-8914746.113720244 4111448.603728501),"LINESTRING (-80.084097 40.37305499333938, -80.08252688 40.37174772333872)"
5208,W20670,POINT (-8920715.300813898 4119416.715881354),27690@1,POINT (-8920805.776843237 4119689.612929462),"LINESTRING (-80.13614899999999 40.46586799338321, -80.13696176000001 40.46909378338473)"
5209,X08846,POINT (-8915746.555342341 4111974.611276891),27733@1,POINT (-8915982.727434425 4111694.179874187),"LINESTRING (-80.09151399999999 40.37795699334165, -80.09363557 40.3746465633401)"
5210,E50380,POINT (-8882280.465505667 4120203.108700587),13671@1,POINT (-8882490.565459814 4120204.062018403),"LINESTRING (-79.79088299999998 40.47516399338764, -79.79277036000001 40.47517526338762)"
5211,E36440,POINT (-8881742.569726156 4111338.23915846),24132@1,POINT (-8882194.171749599 4111452.669301155),"LINESTRING (-79.786051 40.37044499333813, -79.79010780999998 40.37179571333873)"
5212,X19500,POINT (-8910427.042155294 4112522.401244064),5465@1,POINT (-8910440.930374963 4112553.842325898),"LINESTRING (-80.04372799999999 40.38442399334472, -80.04385275999998 40.38479519334492)"
5213,S70618,POINT (-8897114.121612346 4109189.289765876),10545@1,POINT (-8897233.305825163 4109229.28828402),"LINESTRING (-79.924136 40.34508399332611, -79.92520665000001 40.3455559533263)"
5214,N49441,POINT (-8926148.359881556 4125347.121858184),5299@1,POINT (-8926034.782831488 4125452.534561252),"LINESTRING (-80.184955 40.53600299341631, -80.18393471999998 40.53725029341686)"
5215,E03740,POINT (-8888139.989542553 4123312.18443686),25107@1,POINT (-8889054.267652387 4122970.650364392),"LINESTRING (-79.84351999999998 40.51192899340497, -79.85173309999998 40.50788936340302)"
5216,N52160,POINT (-8904492.711420594 4125384.983774567),5726@1,POINT (-8904149.151642134 4126031.137545437),"LINESTRING (-79.99041899999997 40.53645099341649, -79.98733274999999 40.54409704342006)"
5217,S70506,POINT (-8901801.340091689 4113404.668768892),6111@1,POINT (-8901661.684224512 4112814.523997174),"LINESTRING (-79.96624200000001 40.39484099334967, -79.96498745000001 40.38787293334632)"
5218,N05480,POINT (-8905189.794071944 4126441.044854632),5726@1,POINT (-8904149.151642134 4126031.137545437),"LINESTRING (-79.99668100000001 40.54894799342235, -79.98733274999999 40.54409704342006)"
5219,X04100,POINT (-8912221.067068918 4111365.857395927),27669@1,POINT (-8912862.336353973 4110656.023563533),"LINESTRING (-80.05984399999998 40.37077099333827, -80.06560462 40.36239275333429)"
5220,S48830,POINT (-8893215.601725275 4114045.302020598),6121@1,POINT (-8893485.423473032 4114281.973732522),"LINESTRING (-79.889115 40.4024059933532, -79.89153884999999 40.40520097335455)"
5221,E32297,POINT (-8884567.079166053 4115458.678625126),6007@1,POINT (-8884117.721343543 4115989.572151504),"LINESTRING (-79.81142399999999 40.4190989933611, -79.80738735 40.42537028336405)"
5222,S13990,POINT (-8904543.584427888 4108672.969223522),27735@1,POINT (-8904797.21920849 4109210.528101408),"LINESTRING (-79.99087599999999 40.33899199332322, -79.99315443999998 40.3453345933262)"
5223,W04320,POINT (-8914678.222189199 4119510.452492373),5296@1,POINT (-8913905.051552698 4119432.310273478),"LINESTRING (-80.081917 40.46697599338376, -80.07497148999998 40.46605232338331)"
5224,E70328,POINT (-8894262.116258221 4120287.612480926),5948@1,POINT (-8895300.983142151 4120508.00757243),"LINESTRING (-79.89851599999999 40.47616299338809, -79.90784829999998 40.47876856338934)"
5225,S19230,POINT (-8906382.359776812 4109414.805395625),5460@1,POINT (-8905874.61488138 4110085.315607408),"LINESTRING (-80.00739400000001 40.34774499332735, -80.00283284999999 40.35565737333111)"
5226,X02260,POINT (-8915207.212409448 4110819.059598301),27658@1,POINT (-8914746.113720244 4111448.603728501),"LINESTRING (-80.086669 40.36431699333523, -80.08252688 40.37174772333872)"
5227,E20050,POINT (-8878757.871539006 4112622.178657974),27810@1,POINT (-8882072.242398139 4113319.883926611),"LINESTRING (-79.75923899999999 40.38560199334531, -79.78901249999998 40.39383986334919)"
5228,S70494,POINT (-8900994.941700378 4112565.683508082),6111@1,POINT (-8901661.684224512 4112814.523997174),"LINESTRING (-79.95899799999998 40.38493499334497, -79.96498745000001 40.38787293334632)"
5229,S14741,POINT (-8889290.587799395 4112124.290898171),19349@1,POINT (-8888212.014366293 4113306.847616675),"LINESTRING (-79.85385599999999 40.37972399334249, -79.84416701000001 40.39368593334908)"
5230,N35740,POINT (-8902489.739822751 4126254.640553304),5862@1,POINT (-8902475.109102078 4125797.954046568),"LINESTRING (-79.97242599999998 40.54674199342136, -79.97229457 40.54133764341882)"
5231,S31210,POINT (-8894442.453833306 4113263.660660615),27494@1,POINT (-8894413.820233883 4113518.516126396),"LINESTRING (-79.90013599999999 40.39317599334886, -79.89987877999998 40.39618531335034)"
5232,S50200,POINT (-8893943.185917098 4104717.765338432),6088@1,POINT (-8893742.766305873 4104279.963724046),"LINESTRING (-79.895651 40.2923429933011, -79.89385059999999 40.28718136329865)"
5233,E30247,POINT (-8893666.000385022 4116645.722697685),39463@1,POINT (-8893186.394830475 4116613.914482018),"LINESTRING (-79.89316099999999 40.43312199336775, -79.88885263 40.43274619336758)"
5234,E53110,POINT (-8899149.5985015 4120640.670941584),5851@2,POINT (-8898661.480345489 4121544.053697118),"LINESTRING (-79.942421 40.48033699339005, -79.93803615999998 40.49101831339507)"
5235,N71324,POINT (-8916400.000753297 4123413.720132502),25568@1,POINT (-8917498.779787173 4123363.217972321),"LINESTRING (-80.09738399999998 40.51312999340546, -80.1072545 40.51253263340525)"
5236,N41000,POINT (-8905994.188712414 4128201.532082002),10595@1,POINT (-8906040.31060384 4128159.955895856),"LINESTRING (-80.00390699999998 40.56978599343219, -80.00432131999999 40.56929380343195)"
5237,E59680,POINT (-8891539.352832908 4115096.328979203),27452@1,POINT (-8891822.551843876 4115035.17092572),"LINESTRING (-79.87405699999999 40.4148189933591, -79.87660102 40.41409663335878)"
5238,N28280,POINT (-8907518.931777811 4122074.759265476),27538@1,POINT (-8907543.393122718 4122928.369251995),"LINESTRING (-80.01760400000001 40.49729399339804, -80.01782374 40.50738928340281)"
5239,N18180,POINT (-8905749.731110632 4119689.292308656),27541@1,POINT (-8905583.305132313 4120119.688129089),"LINESTRING (-80.001711 40.46908999338471, -80.00021597 40.47417781338716)"
5240,N20530,POINT (-8880887.636036862 4128797.363238276),14583@1,POINT (-8880786.604693409 4128515.478783085),"LINESTRING (-79.77837099999998 40.57683999343548, -79.77746342 40.57350269343394)"
5241,W19451,POINT (-8913194.444696415 4113291.693176506),5479@2,POINT (-8912886.82998153 4113637.765852886),"LINESTRING (-80.06858799999999 40.39350699334902, -80.06582464999998 40.39759345335099)"
5242,W03895,POINT (-8910556.506723087 4118034.177924939),27631@1,POINT (-8910545.061966239 4117429.681492571),"LINESTRING (-80.04489099999999 40.44952799337552, -80.04478818999999 40.4423847733721)"
5243,N37270,POINT (-8903664.383089604 4119950.605045439),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.982978 40.47217899338616, -79.98164869 40.46947237338492)"
